"","Provider_Number","FUH.30_.","FUH.30_Numerator","FUH.30_Denominator","FUH.7_.","FUH.7_Numerator","FUH.7_Denominator","HBIPS.2_Overall_Rate_Per_1000","HBIPS.2_Overall_Num","HBIPS.2_Overall_Den","HBIPS.3_Overall_Rate_Per_1000","HBIPS.3_Overall_Num","HBIPS.3_Overall_Den","HBIPS.5_Overall_._of_Total","HBIPS.5_Overall_Num","HBIPS.5_Overall_Den","SUB.1_.","SUB.1_Numerator","SUB.1_Denominator","SUB.2_.","SUB.2_Numerator","SUB.2_Denominator","SUB.2a_.","SUB.2a_Numerator","SUB.2a_Denominator","TOB.1_.","TOB.1_Numerator","TOB.1_Denominator","TOB.2_.","TOB.2_Numerator","TOB.2_Denominator","TOB.2a_.","TOB.2a_Numerator","TOB.2a_Denominator","TOB.3_.","TOB.3_Numerator","TOB.3_Denominator","TOB.3a_.","TOB.3a_Numerator","TOB.3a_Denominator","PEoC_Assessed_Response","EHR_Use_Response","HIE_Response","IMM.2_.","IMM.2_Numerator","IMM.2_Denominator","HCP_.","HCP_Numerator","HCP_Denominator"
"1501",454100,"43.33","13","30","Not Available","Not Available","Not Available","1.32","440.65","13961","0.41","135.77","13961","75.00%","15","20","99.79%","479","480","66.18%","45","68","50.00%","34","68","89.72%","445","496","92.86%","130","140","66.43%","93","140","Not Available","Not Available","Not Available","0.00%","0","137","Yes","Paper or Other Form","No","16.67%","43","258","89%","519","581"
"1502",454101,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0","0","Not Available","0","0","100.00%","11","11","100.00%","76","76","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","76","76","100.00%","12","12","0.00%","0","12","100.00%","12","12","0.00%","0","12","Yes","Paper or Other Form","No","100.00%","135","135","76%","44","58"
"1503",454103,"48.20","67","139","20.14","28","139","0.02","18.78","34115","0.26","209.9","34115","Not Available","Not Available","Not Available","99.04%","309","312","89.47%","68","76","86.84%","66","76","98.76%","318","322","94.15%","177","188","Not Available","Not Available","Not Available","91.67%","143","156","0.00%","0","156","Yes","Paper or Other Form","No","53.59%","246","459","61%","223","364"
"1504",454104,"65.19","88","135","42.96","58","135","0.03","16.28","25630","0.02","10.63","25630","Not Available","Not Available","Not Available","96.82%","365","377","41.74%","48","115","39.13%","45","115","90.54%","354","391","60.51%","118","195","10.77%","21","195","32.03%","49","153","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","86.65%","279","322","86%","339","395"
"1505",454107,"53.75","165","307","33.88","104","307","0.04","28.9","32932","0.00","1.88","32932","84.44%","76","90","99.45%","546","549","100.00%","99","99","90.91%","90","99","99.64%","557","559","94.68%","285","301","59.14%","178","301","78.87%","209","265","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","98.29%","403","410","65%","227","349"
"1506",454108,"56.68","157","277","32.49","90","277","0.02","12.5","31898","0.00","0","31898","86.36%","57","66","98.77%","564","571","58.27%","81","139","51.80%","72","139","98.81%","580","587","72.00%","234","325","9.85%","32","325","37.95%","115","303","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","71.29%","298","418","77%","375","486"
"1507",454109,"48.68","111","228","37.28","85","228","0.08","102.2","52609","0.00","3.78","52609","Not Available","Not Available","Not Available","97.23%","631","649","78.40%","167","213","74.18%","158","213","99.26%","670","675","82.64%","338","409","12.47%","51","409","41.08%","152","370","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","87.77%","524","597","84%","626","744"
"1508",454110,"48.45","47","97","32.99","32","97","0.13","54.46","17241","0.37","152.5","17241","Not Available","Not Available","Not Available","94.53%","363","384","45.33%","34","75","38.67%","29","75","89.46%","348","389","81.51%","97","119","64.71%","77","119","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","12.20%","35","287","76%","117","153"
"1509",454111,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00",".5","6878","0.01","1.7","6878","Not Available","Not Available","Not Available","92.64%","554","598","93.86%","382","407","92.87%","378","407","99.52%","623","626","98.26%","396","403","8.44%","34","403","91.06%","214","235","0.00%","0","235","Yes","Paper or Other Form","No","90.07%","272","302","93%","482","516"
"1510",454113,"43.01","80","186","17.74","33","186","0.00","4.97","58743","0.01","9.47","58743","61.70%","29","47","72.13%","730","1012","57.32%","47","82","56.10%","46","82","99.81%","1064","1066","3.00%","12","400","0.00%","0","400","Not Available","Not Available","Not Available","0.00%","0","380","Yes","Paper or Other Form","No","61.16%","370","605","39%","319","826"
"1511",454114,"47.25","86","182","17.03","31","182","0.02","7.8","21268","0.10","52.53","21268","72.73%","16","22","97.05%","263","271","95.00%","57","60","81.67%","49","60","100.00%","295","295","91.43%","128","140","9.29%","13","140","63.16%","84","133","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","85.52%","254","297","61%","151","248"
"1512",454117,"60.95","64","105","30.48","32","105","0.00","0","7141","0.16","27.63","7141","Not Available","Not Available","Not Available","100.00%","497","497","100.00%","12","12","100.00%","12","12","99.80%","509","510","100.00%","118","118","12.71%","15","118","Not Available","Not Available","Not Available","0.00%","0","92","Yes","Paper or Other Form","No","89.22%","240","269","66%","61","92"
"1513",454118,"85.83","109","127","75.59","96","127","0.02","2.03","5202","0.07","8.12","5202","85.19%","138","162","97.20%","452","465","97.56%","40","41","90.24%","37","41","99.57%","463","465","100.00%","204","204","0.00%","0","204","97.06%","198","204","8.82%","18","204","Yes","Paper or Other Form","No","99.07%","213","215","95%","61","64"
"1514",454119,"73.21","82","112","43.75","49","112","0.00",".75","15783","0.00",".18","15783","Not Available","Not Available","Not Available","99.34%","603","607","66.36%","142","214","64.49%","138","214","100.00%","614","614","98.89%","268","271","Not Available","Not Available","Not Available","46.69%","120","257","0.00%","0","257","Yes","Paper or Other Form","No","95.48%","296","310","83%","177","214"
"1515",454121,"38.18","42","110","22.73","25","110","0.05","19.78","17904","0.06","24.66","17904","92.31%","12","13","100.00%","233","233","92.98%","53","57","70.18%","40","57","100.00%","246","246","99.12%","113","114","28.07%","32","114","93.58%","102","109","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","94.65%","336","355","80%","160","199"
"1516",454122,"61.59","93","151","47.02","71","151","0.01","1.95","10414","0.01","2.8","10414","Not Available","Not Available","Not Available","98.22%","661","673","80.33%","147","183","75.96%","139","183","98.39%","671","682","100.00%","286","286","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","81.02%","508","627","49%","144","295"
"1517",454123,"35.63","31","87","20.69","18","87","0.00",".65","6081","0.00","0","6081","Not Available","Not Available","Not Available","95.77%","385","402","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","99.50%","401","403","82.95%","73","88","Not Available","Not Available","Not Available","18.06%","13","72","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","91.48%","204","223","85%","74","87"
"1518",454124,"55.56","65","117","40.17","47","117","0.02","7.78","20661","0.02","10.56","20661","Not Available","Not Available","Not Available","98.07%","355","362","77.78%","84","108","71.30%","77","108","98.37%","363","369","97.60%","163","167","Not Available","Not Available","Not Available","34.36%","56","163","0.00%","0","163","Yes","Paper or Other Form","Yes","98.29%","288","293","64%","251","393"
"1519",454125,"55.28","89","161","29.81","48","161","0.07","24.62","14132","0.04","12.52","14132","60.53%","23","38","88.12%","660","749","26.39%","38","144","25.69%","37","144","96.19%","757","787","41.67%","140","336","9.52%","32","336","11.66%","38","326","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","33.47%","166","496","89%","235","265"
"1520",454126,"35.82","48","134","17.91","24","134","0.01","6.38","26757","0.04","23.64","26757","53.02%","167","315","46.60%","137","294","67.69%","44","65","60.00%","39","65","98.75%","316","320","71.91%","64","89","52.81%","47","89","46.59%","41","88","19.32%","17","88","Yes","Paper or Other Form","No","92.81%","439","473","81%","194","240"
"1521",454127,"56.79","46","81","40.74","33","81","0.03","12.66","16629","0.02","6.53","16629","Not Available","Not Available","Not Available","98.66%","515","522","63.84%","143","224","61.61%","138","224","98.90%","541","547","97.92%","330","337","12.46%","42","337","59.25%","157","265","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","84.19%","245","291","58%","102","175"
"1522",454128,"55.03","93","169","31.36","53","169","0.00",".3","11715","0.10","28.4","11715","Not Available","Not Available","Not Available","99.65%","571","573","63.64%","14","22","59.09%","13","22","97.26%","569","585","99.10%","110","111","Not Available","Not Available","Not Available","94.51%","86","91","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","72.93%","264","362","Not Available","Not Available","Not Available"
"1523",454129,"48.15","52","108","23.15","25","108","0.07","41.93","24118","0.08","47.71","24118","100.00%","12","12","93.89%","369","393","96.67%","58","60","96.67%","58","60","100.00%","438","438","74.16%","155","209","10.53%","22","209","5.94%","12","202","0.00%","0","202","Yes","Paper or Other Form","No","68.71%","101","147","56%","111","200"
"1524",454130,"39.84","49","123","17.89","22","123","0.00","0","10524","0.00","0","10524","Not Available","0","0","100.00%","553","553","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","559","559","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","100.00%","121","121","Not Available","Not Available","Not Available"
"1525",454131,"75.93","82","108","52.78","57","108","0.01","5.33","17101","0.04","17.68","17101","Not Available","Not Available","Not Available","98.19%","272","277","84.62%","77","91","83.52%","76","91","97.30%","288","296","85.09%","137","161","7.45%","12","161","11.54%","18","156","0.00%","0","156","Yes","Paper or Other Form","No","79.53%","237","298","14%","37","261"
"1526",454132,"44.38","71","160","21.25","34","160","0.03","24.45","29912","0.08","59.67","29912","Not Available","Not Available","Not Available","100.00%","432","432","100.00%","126","126","100.00%","126","126","100.00%","432","432","100.00%","196","196","16.84%","33","196","77.84%","144","185","0.00%","0","185","Yes","Paper or Other Form","No","82.29%","367","446","74%","203","273"
"1527",454133,"39.50","47","119","20.17","24","119","0.03","11.58","15536","0.21","76.62","15536","77.78%","21","27","92.04%","289","314","79.35%","73","92","66.30%","61","92","96.97%","352","363","68.18%","105","154","25.32%","39","154","39.73%","58","146","Not Available","Not Available","Not Available","Yes","Paper or Other Form","Yes","80.79%","366","453","72%","113","156"
"1528",454134,"65.63","21","32","Not Available","Not Available","Not Available","0.00",".7","10784","0.00","0","10784","91.67%","11","12","95.98%","573","597","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","98.69%","602","610","37.50%","12","32","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00%","0","16","Yes","Paper or Other Form","No","53.70%","145","270","67%","92","138"
"1529",454135,"62.11","59","95","34.74","33","95","0.02","8.25","20437","0.08","39","20437","70.00%","21","30","94.32%","349","370","94.32%","349","370","19.19%","71","370","88.75%","347","391","88.75%","347","391","21.48%","84","391","3.07%","12","391","0.00%","0","391","Yes","Paper or Other Form","No","64.07%","230","359","42%","155","368"
"1530",454136,"64.86","72","111","46.85","52","111","0.00","0","12042","0.00",".33","12042","43.66%","31","71","89.93%","509","566","77.78%","14","18","Not Available","Not Available","Not Available","82.15%","474","577","95.00%","114","120","15.83%","19","120","23.53%","20","85","0.00%","0","85","Yes","Paper or Other Form","No","86.47%","147","170","79%","89","113"
"1531",454137,"53.57","15","28","Not Available","Not Available","Not Available","0.01","1.28","6450","0.00",".15","6450","53.57%","15","28","97.92%","283","289","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","57.72%","172","298","86.67%","26","30","76.67%","23","30","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","73.60%","92","125","Not Available","Not Available","Not Available"
"1532",454138,"65.00","13","20","Not Available","Not Available","Not Available","0.05","6.53","5615","0.00",".58","5615","Not Available","Not Available","Not Available","98.16%","481","490","93.50%","115","123","73.17%","90","123","98.29%","516","525","99.49%","196","197","57.36%","113","197","86.75%","144","166","6.63%","11","166","Yes","Paper or Other Form","No","87.19%","354","406","94%","90","96"
"1533",454139,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.06","9.08","6308","0.02","3.37","6308","Not Available","Not Available","Not Available","97.12%","202","208","97.22%","35","36","94.44%","34","36","99.59%","243","244","96.38%","133","138","57.97%","80","138","47.50%","19","40","0.00%","0","40","Yes","Paper or Other Form","No","Not Available","Not Available","Not Available","42%","93","224"
"1534",454140,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.01",".15","1224","0.03",".98","1224","Not Available","Not Available","Not Available","100.00%","130","130","97.37%","37","38","94.74%","36","38","100.00%","149","149","87.80%","72","82","80.49%","66","82","23.53%","16","68","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","83.18%","272","327","69%","85","123"
"1535",460001,"75.93","41","54","64.81","35","54","0.07","11.12","6397","0.03","4.3","6397","Not Available","Not Available","Not Available","99.68%","316","317","100.00%","45","45","71.11%","32","45","99.79%","465","466","98.54%","203","206","78.16%","161","206","85.00%","170","200","73.00%","146","200","Yes","Certified EHR Technology","Yes","99.70%","334","335","96%","89","93"
"1536",460003,"55.88","19","34","32.35","11","34","0.06","6.87","4714","0.02","2.33","4714","Not Available","Not Available","Not Available","93.56%","363","388","74.07%","20","27","74.07%","20","27","96.18%","403","419","98.18%","54","55","21.82%","12","55","47.22%","17","36","41.67%","15","36","No","Paper or Other Form","No","94.01%","204","217","100%","29","29"
"1537",460004,"58.78","87","148","37.16","55","148","0.00","0","6205","0.00","0","6205","Not Available","Not Available","Not Available","98.14%","316","322","61.18%","52","85","60.00%","51","85","100.00%","427","427","89.24%","224","251","82.47%","207","251","45.08%","110","244","44.26%","108","244","Yes","Certified EHR Technology","Yes","96.24%","384","399","98%","165","169"
"1538",460006,"68.18","75","110","54.55","60","110","0.11","41","15863","0.04","14","15863","Not Available","Not Available","Not Available","85.12%","309","363","28.81%","34","118","16.10%","19","118","97.28%","465","478","72.20%","187","259","30.89%","80","259","9.27%","23","248","8.87%","22","248","Yes","Paper or Other Form","No","93.73%","299","319","98%","126","128"
"1539",460009,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.23","38.22","6789","1.48","241.1","6789","80.95%","17","21","94.29%","330","350","52.63%","50","95","49.47%","47","95","99.26%","401","404","62.34%","144","231","56.28%","130","231","36.73%","72","196","24.49%","48","196","Yes","Certified EHR Technology","Yes","95.88%","186","194","100%","84","84"
"1540",460013,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","986","0.00","0","986","Not Available","0","0","96.59%","85","88","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","120","120","75.00%","36","48","Not Available","Not Available","Not Available","31.25%","15","48","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","No","100.00%","70","70","98%","255","259"
"1541",460015,"70.59","24","34","44.12","15","34","0.03","1.46","2171","0.43","22.3","2171","Not Available","Not Available","Not Available","99.66%","290","291","70.77%","46","65","64.62%","42","65","100.00%","350","350","95.00%","152","160","78.13%","125","160","61.44%","94","153","50.33%","77","153","Yes","Certified EHR Technology","Yes","97.47%","231","237","98%","42","43"
"1542",460021,"76.56","49","64","62.50","40","64","0.00",".37","3725","0.54","48.4","3725","Not Available","Not Available","Not Available","98.89%","444","449","82.05%","64","78","69.23%","54","78","100.00%","543","543","92.80%","232","250","76.80%","192","250","70.42%","169","240","65.00%","156","240","Yes","Certified EHR Technology","Yes","97.54%","317","325","96%","75","78"
"1543",460041,"41.30","19","46","28.26","13","46","0.00",".38","4720","0.04","4","4720","Not Available","Not Available","Not Available","90.97%","504","554","62.65%","52","83","62.65%","52","83","97.46%","613","629","97.30%","252","259","5.41%","14","259","23.91%","55","230","23.04%","53","230","Yes","Certified EHR Technology","Yes","96.97%","288","297","96%","47","49"
"1544",460042,"62.50","15","24","Not Available","Not Available","Not Available","0.01",".25","1893","0.00","0","1893","Not Available","Not Available","Not Available","99.12%","112","113","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","99.14%","115","116","73.68%","14","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00%","0","11","Yes","Certified EHR Technology","Yes","97.26%","71","73","97%","231","237"
"1545",460047,"69.57","32","46","56.52","26","46","0.05","6.68","5771","0.19","25.68","5771","62.50%","25","40","99.07%","530","535","12.71%","23","181","7.73%","14","181","99.54%","653","656","41.40%","154","372","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00%","0","362","Yes","Certified EHR Technology","Yes","99.08%","431","435","100%","47","47"
"1546",460051,"48.81","41","84","30.95","26","84","0.03","4.58","6131","0.02","2.5","6131","Not Available","Not Available","Not Available","95.49%","593","621","51.59%","65","126","51.59%","65","126","98.42%","686","697","89.24%","340","381","Not Available","Not Available","Not Available","14.13%","51","361","13.57%","49","361","No","Paper or Other Form","No","98.83%","422","427","91%","43","47"
"1547",464001,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","3.13","8024.18","106963","1.28","3295.15","106963","82.81%","53","64","100.00%","62","62","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","62","62","100.00%","18","18","Not Available","Not Available","Not Available","100.00%","14","14","0.00%","0","14","Yes","Non-Certified EHR Technology","Yes","97.62%","41","42","76%","936","1231"
"1548",464009,"57.52","88","153","38.56","59","153","1.05","1162.51","46222","0.37","413.52","46222","96.97%","32","33","99.43%","523","526","48.52%","82","169","47.93%","81","169","100.00%","581","581","87.31%","234","268","57.46%","154","268","51.19%","86","168","26.19%","44","168","Yes","Certified EHR Technology","Yes","98.88%","442","447","99%","978","985"
"1549",464012,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00","0","3012","0.00","0","3449","Not Available","Not Available","Not Available","63.54%","115","181","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","62.43%","113","181","100.00%","15","15","100.00%","15","15","0.00%","0","15","0.00%","0","15","Yes","Paper or Other Form","No","44.21%","42","95","86%","31","36"
"1550",464013,"46.30","75","162","31.48","51","162","0.03","18.7","23242","0.07","36.26","23242","88.00%","22","25","99.70%","659","661","99.53%","212","213","95.31%","203","213","100.00%","700","700","94.33%","316","335","16.12%","54","335","61.80%","165","267","16.10%","43","267","Yes","Paper or Other Form","No","93.57%","262","280","74%","184","248"
"1551",464014,"41.67","35","84","32.14","27","84","0.06","29.78","19784","0.21","101.1","19784","Not Available","Not Available","Not Available","99.02%","403","407","86.11%","93","108","24.07%","26","108","99.77%","427","428","96.67%","174","180","17.22%","31","180","82.93%","136","164","0.00%","0","164","Yes","Paper or Other Form","No","99.14%","346","349","92%","246","267"
"1552",464015,"42.86","33","77","31.17","24","77","0.01","3.15","11936","0.11","30.63","11936","Not Available","Not Available","Not Available","90.91%","380","418","60.98%","75","123","56.10%","69","123","97.98%","436","445","58.52%","103","176","10.80%","19","176","31.88%","51","160","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","68.21%","206","302","42%","79","186"
"1553",471306,"77.27","51","66","46.97","31","66","0.00","0","2769","0.00","0","2769","Not Available","Not Available","Not Available","30.94%","86","278","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","93.54%","275","294","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.00%","0","158","No","Paper or Other Form","No","Not Available","Not Available","Not Available","52%","17","33"
"1554",474001,"61.52","203","330","36.67","121","330","0.17","156.19","38505","0.40","366.2","38505","Not Available","Not Available","Not Available","99.78%","458","459","99.47%","186","187","99.47%","186","187","100.00%","513","513","97.11%","336","346","4.05%","14","346","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","63.99%","231","361","66%","653","991"
"1555",474004,"Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.20","42.05","8968","0.21","45.6","8968","Not Available","Not Available","Not Available","100.00%","41","41","0.00%","0","15","0.00%","0","15","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","No","Paper or Other Form","No","0.00%","0","22","19%","51","269"
"1556",490002,"56.36","62","110","34.55","38","110","0.00","0","5151","0.00","0","5151","90.00%","54","60","99.63%","540","542","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","100.00%","571","571","97.97%","387","395","33.67%","133","395","55.68%","206","370","4.86%","18","370","Yes","Certified EHR Technology","Yes","99.30%","282","284","100%","39","39"
"1557",490005,"74.57","129","173","52.02","90","173","0.07","24.13","13472","0.00","0","13472","Not Available","Not Available","Not Available","98.76%","477","483","38.96%","30","77","37.66%","29","77","99.82%","565","566","78.95%","270","342","51.46%","176","342","22.59%","75","332","6.93%","23","332","Yes","Certified EHR Technology","Yes","90.79%","286","315","90%","77","86"
"1558",490007,"50.57","44","87","25.29","22","87","0.16","32.77","8545","0.07","14.7","8545","Not Available","Not Available","Not Available","86.61%","647","747","92.36%","145","157","92.36%","145","157","97.96%","817","834","24.15%","114","472","14.41%","68","472","2.90%","13","449","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","97.40%","525","539","92%","34","37"
"1559",490009,"62.18","74","119","40.34","48","119","0.14","29.28","8930","0.00","0","8930","92.31%","12","13","98.52%","333","338","100.00%","90","90","100.00%","90","90","99.53%","423","425","85.95%","159","185","84.86%","157","185","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","89.37%","269","301","99%","223","226"
"1560",490018,"56.82","25","44","40.91","18","44","3.94","530.51","5613","0.01",".8","5613","Not Available","Not Available","Not Available","69.01%","392","568","76.71%","56","73","71.23%","52","73","96.35%","633","657","46.88%","165","352","16.48%","58","352","58.81%","187","318","11.95%","38","318","No","Paper or Other Form","No","98.64%","291","295","53%","101","191"
"1561",490020,"51.32","78","152","32.24","49","152","0.00",".37","9611","0.21","47.92","9611","Not Available","Not Available","Not Available","100.00%","780","780","100.00%","206","206","100.00%","206","206","100.00%","879","879","100.00%","580","580","100.00%","580","580","100.00%","558","558","100.00%","558","558","Yes","Certified EHR Technology","Yes","100.00%","399","399","90%","78","87"
"1562",490021,"50.42","121","240","22.92","55","240","0.10","24.72","9920","0.10","24.03","9920","72.73%","24","33","100.00%","949","949","57.22%","107","187","56.68%","106","187","100.00%","1166","1166","82.27%","464","564","7.09%","40","564","12.87%","65","505","3.56%","18","505","Yes","Paper or Other Form","No","100.00%","871","871","99%","111","112"
"1563",490024,"55.30","120","217","31.34","68","217","1.31","97.22","3097","0.00","0","3097","Not Available","Not Available","Not Available","98.73%","310","314","61.29%","57","93","60.22%","56","93","99.51%","403","405","34.44%","83","241","25.31%","61","241","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","96.51%","360","373","74%","6069","8170"
"1564",490032,"58.48","100","171","32.16","55","171","1.38","551.86","16632","0.00","0","16632","Not Available","Not Available","Not Available","51.47%","105","204","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","92.81%","258","278","Not Available","Not Available","Not Available","0.00%","0","134","0.00%","0","127","0.00%","0","127","Yes","Paper or Other Form","No","95.56%","301","315","96%","279","291"
"1565",490042,"49.18","90","183","25.68","47","183","0.61","27.9","1913","0.00","0","1913","Not Available","Not Available","Not Available","91.03%","396","435","46.67%","56","120","45.00%","54","120","97.09%","500","515","27.22%","86","316","20.89%","66","316","7.02%","21","299","4.01%","12","299","Yes","Certified EHR Technology","Yes","98.10%","309","315","78%","161","207"
"1566",490043,"61.62","61","99","38.38","38","99","0.00","0","5595","0.26","35.03","5595","80.95%","17","21","100.00%","359","359","100.00%","37","37","100.00%","37","37","100.00%","463","463","97.84%","181","185","83.24%","154","185","52.51%","94","179","Not Available","Not Available","Not Available","No","Certified EHR Technology","Yes","98.29%","287","292","97%","35","36"
"1567",490044,"56.25","18","32","Not Available","Not Available","Not Available","0.02","1.57","3109","0.00",".25","3109","Not Available","Not Available","Not Available","94.38%","319","338","24.72%","22","89","23.60%","21","89","99.21%","376","379","20.19%","42","208","9.13%","19","208","6.88%","13","189","6.88%","13","189","Yes","Paper or Other Form","No","95.50%","212","222","100%","20","20"
"1568",490045,"71.79","56","78","37.18","29","78","0.03","6.52","9060","0.00",".67","9060","Not Available","Not Available","Not Available","99.81%","512","513","71.10%","123","173","68.21%","118","173","98.83%","592","599","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","42.42%","126","297","39.39%","117","297","Yes","Certified EHR Technology","Yes","98.77%","320","324","100%","21","21"
"1569",490050,"46.55","27","58","22.41","13","58","0.01","2.18","6194","0.28","42.31","6194","76.92%","40","52","98.68%","449","455","92.45%","196","212","83.49%","177","212","99.62%","525","527","85.71%","216","252","32.94%","83","252","31.53%","70","222","Not Available","Not Available","Not Available","No","Paper or Other Form","No","97.28%","286","294","99%","78","79"
"1570",490057,"48.74","58","119","24.37","29","119","0.07","13.22","7358","0.01","1.5","7358","Not Available","Not Available","Not Available","86.12%","701","814","73.02%","92","126","73.02%","92","126","98.84%","941","952","57.23%","273","477","17.40%","83","477","2.64%","12","454","Not Available","Not Available","Not Available","Yes","Paper or Other Form","No","34.34%","171","498","100%","33","33"
"1571",490059,"65.71","92","140","44.29","62","140","0.82","161.08","8206","0.00","0","8206","100.00%","17","17","97.12%","337","347","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","92.47%","405","438","42.50%","85","200","33.50%","67","200","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Yes","Certified EHR Technology","Yes","98.22%","276","281","97%","68","70"
"1572",490063,"65.74","71","108","35.19","38","108","2.04","785.95","16024","1.41","542.7","16024","91.30%","21","23","100.00%","439","439","100.00%","145","145","100.00%","145","145","100.00%","515","515","99.13%","229","231","82.25%","190","231","57.01%","122","214","13.55%","29","214","No","Certified EHR Technology","Yes","99.64%","280","281","92%","156","170"
"1573",490075,"63.83","60","94","34.04","32","94","0.00","0","4515","0.10","10.88","4515","Not Available","Not Available","Not Available","92.81%","387","417","57.32%","47","82","28.05%","23","82","99.32%","437","440","86.99%","254","292","59.59%","174","292","10.07%","27","268","Not Available","Not Available","Not Available","No","Paper or Other Form","No","98.28%","229","233","86%","101","117"
"1574",490079,"43.75","35","80","15.00","12","80","0.65","56.75","3633","2.50","217.67","3633","Not Available","Not Available","Not Available","98.87%","349","353","85.45%","47","55","81.82%","45","55","99.13%","458","462","93.33%","210","225","73.33%","165","225","33.64%","74","220","Not Available","Not Available","Not Available","No","Paper or Other Form","No","99.62%","259","260","69%","24","35"
"1575",490097,"48.00","24","50","Not Available","Not Available","Not Available","0.00","0","2246","0.31","16.95","2246","100.00%","11","11","100.00%","258","258","100.00%","45","45","97.78%","44","45","100.00%","279","279","98.73%","155","157","72.61%","114","157","95.97%","143","149","Not Available","Not Available","Not Available","No","Paper or Other Form","No","99.32%","145","146","Not Available","Not Available","Not Available"
"1576",490112,"60.73","266","438","34.47","151","438","0.04","44.28","45241","0.33","361.05","45241","100.00%","21","21","100.00%","706","706","100.00%","190","190","95.79%","182","190","100.00%","870","870","100.00%","454","454","68.28%","310","454","100.00%","442","442","14.93%","66","442","Yes","Certified EHR Technology","Yes","100.00%","492","492","90%","233","259"
"1577",490118,"56.63","47","83","26.51","22","83","0.14","26.22","7714","0.12","21.6","7714","Not Available","Not Available","Not Available","100.00%","538","538","98.40%","184","187","98.40%","184","187","100.00%","606","606","100.00%","340","340","46.76%","159","340","99.36%","311","313","39.94%","125","313","Yes","Certified EHR Technology","Yes","100.00%","312","312","91%","135","148"
"1578",490122,"66.10","78","118","44.92","53","118","0.00",".75","8855","0.40","85.02","8855","66.67%","16","24","100.00%","420","420","98.41%","62","63","98.41%","62","63","100.00%","494","494","99.11%","223","225","78.67%","177","225","54.73%","110","201","18.91%","38","201","No","Certified EHR Technology","Yes","99.64%","280","281","97%","31","32"
