"","Provider.ID","Hospital.name","PAYM_30_AMI","PAYM_30_HF","PAYM_30_PN","PAYM_90_HIP_KNEE"
"4019",450192,"HILL REGIONAL HOSPITAL","Not Available","$14,169","$15,264","Not Available"
"4020",450193,"CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME","$28,416","$19,574","$18,823","$20,179"
"4021",450194,"EAST TEXAS MEDICAL CENTER JACKSONVILLE","Not Available","$15,646","$15,478","$22,774"
"4022",450196,"PARIS REGIONAL MEDICAL CENTER","$25,169","$16,602","$17,449","$22,330"
"4023",450200,"WADLEY REGIONAL MEDICAL CENTER","$24,717","$16,839","$19,860","$24,286"
"4024",450203,"WEATHERFORD REGIONAL MEDICAL CENTER","$24,146","$17,392","$20,087","$24,662"
"4025",450209,"NORTHWEST TEXAS HOSPITAL","$23,588","$18,020","$19,100","$24,134"
"4026",450210,"ETMC CARTHAGE","Not Available","$14,970","$17,870","Not Available"
"4027",450211,"CHI ST LUKES HEALTH MEMORIAL LUFKIN","$25,579","$18,353","$18,347","$21,255"
"4028",450213,"UNIVERSITY HEALTH SYSTEM","$24,877","$17,206","$18,749","Not Available"
"4029",450219,"BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO","Not Available","$15,708","$17,307","Not Available"
"4030",450222,"CONROE REGIONAL MEDICAL CENTER","$25,053","$18,522","$19,580","$28,644"
"4031",450229,"HENDRICK MEDICAL CENTER","$24,337","$17,160","$16,836","$23,511"
"4032",450231,"BAPTIST ST ANTHONY'S HOSPITAL","$22,355","$16,473","$18,191","$24,868"
"4033",450235,"MEMORIAL HOSPITAL","Not Available","$17,200","$16,751","Not Available"
"4034",450236,"CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS","$24,713","$17,953","$16,832","$27,123"
"4035",450237,"CHRISTUS SANTA ROSA HOSPITAL","$26,130","$17,975","$18,567","$24,916"
"4036",450241,"FAITH COMMUNITY HOSPITAL","Not Available","Not Available","$15,709","Not Available"
"4037",450243,"HAMLIN MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4038",450253,"BELLVILLE ST JOSEPH HEALTH CENTER","Not Available","Not Available","Not Available","Not Available"
"4039",450271,"WISE REGIONAL HEALTH SYSTEM","$27,753","$17,114","$19,097","$27,428"
"4040",450272,"CENTRAL TEXAS MEDICAL CENTER","$23,202","$17,861","$16,651","$26,063"
"4041",450280,"BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND","$25,189","$17,598","$18,186","Not Available"
"4042",450289,"HARRIS HEALTH SYSTEM","$20,495","$16,001","$16,908","Not Available"
"4043",450292,"TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN","Not Available","$15,662","$17,735","$21,798"
"4044",450293,"FRIO REGIONAL HOSPITAL","Not Available","Not Available","$15,112","Not Available"
"4045",450299,"COLLEGE STATION MEDICAL CENTER","$23,721","$15,559","$14,979","$19,272"
"4046",450306,"STAMFORD MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4047",450324,"TEXOMA MEDICAL CENTER","$24,359","$17,736","$19,332","$26,726"
"4048",450330,"OAKBEND MEDICAL CENTER","$24,489","$16,688","$19,309","Not Available"
"4049",450340,"SAN ANGELO COMMUNITY MEDICAL CENTER","$20,959","$14,959","$16,149","$21,569"
"4050",450346,"BAPTIST BEAUMONT HOSPITAL","$23,052","$16,684","$19,583","$22,493"
"4051",450347,"HUNTSVILLE MEMORIAL HOSPITAL","$24,838","$14,893","$16,258","$21,955"
"4052",450348,"FALLS COMMUNITY HOSPITAL AND CLINIC","Not Available","Not Available","$14,317","Not Available"
"4053",450351,"TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL","$21,348","$15,490","$15,626","$21,439"
"4054",450352,"HUNT REGIONAL MEDICAL CENTER","$24,506","$16,870","$19,612","$27,781"
"4055",450358,"HOUSTON METHODIST HOSPITAL","$24,682","$18,433","$18,366","$20,559"
"4056",450369,"CHILDRESS REGIONAL MEDICAL CENTER","Not Available","$14,755","$16,135","$20,675"
"4057",450370,"COLUMBUS COMMUNITY HOSPITAL","Not Available","$15,925","$16,787","Not Available"
"4058",450372,"BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE","$25,235","$16,079","$16,974","$24,018"
"4059",450379,"DALLAS MEDICAL CENTER","Not Available","$20,638","$23,174","$35,908"
"4060",450388,"METHODIST HOSPITAL","$25,068","$18,348","$17,657","$24,850"
"4061",450389,"EAST TEXAS MEDICAL CENTER ATHENS","$23,159","$15,564","$16,090","$21,707"
"4062",450395,"MEMORIAL MEDICAL CENTER LIVINGSTON","Not Available","$16,748","$17,323","$24,126"
"4063",450399,"BROWNFIELD REGIONAL MEDICAL CENTER","Not Available","$15,724","$16,314","Not Available"
"4064",450400,"PARKVIEW REGIONAL HOSPITAL","Not Available","$15,352","$16,847","Not Available"
"4065",450403,"MEDICAL CENTER OF MCKINNEY","$25,084","$18,153","$19,085","$27,544"
"4066",450411,"EASTLAND MEMORIAL HOSPITAL","Not Available","$16,200","$16,745","Not Available"
"4067",450419,"TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE","Not Available","$19,228","$19,667","Not Available"
"4068",450422,"BAYLOR MEDICAL CENTER AT UPTOWN","Not Available","Not Available","Not Available","$21,197"
"4069",450424,"HOUSTON METHODIST SAN JACINTO HOSPITAL","$24,532","$17,885","$19,992","$21,417"
"4070",450431,"ST DAVID'S MEDICAL CENTER","$25,297","$17,660","$17,740","$23,825"
"4071",450447,"NAVARRO REGIONAL HOSPITAL","Not Available","$14,852","$17,751","$22,520"
"4072",450451,"GLEN ROSE MEDICAL CENTER","Not Available","$16,646","$15,098","Not Available"
"4073",450460,"TYLER COUNTY HOSPITAL","Not Available","$16,612","$13,441","Not Available"
"4074",450462,"TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS","$24,073","$17,236","$18,177","$25,504"
"4075",450465,"MATAGORDA REGIONAL MEDICAL CENTER","$23,819","$18,035","$18,632","$23,485"
"4076",450469,"WILSON N JONES REGIONAL MEDICAL CENTER","$22,841","$16,648","$18,471","$26,840"
"4077",450475,"ETMC HENDERSON","Not Available","$16,308","$15,479","$22,814"
"4078",450484,"WOODLAND HEIGHTS MEDICAL CENTER","$22,899","$16,175","$18,487","$21,682"
"4079",450488,"ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE","Not Available","Not Available","Not Available","Not Available"
"4080",450489,"MEDICAL ARTS HOSPITAL","Not Available","Not Available","$14,612","Not Available"
"4081",450498,"STEPHENS MEMORIAL HOSPITAL","Not Available","$14,470","$15,874","Not Available"
"4082",450508,"MEMORIAL HOSPITAL","$23,617","$16,734","$16,930","$29,162"
"4083",450518,"THE MEDICAL CENTER OF SOUTHEAST TEXAS","$22,961","$18,955","$21,522","$23,466"
"4084",450537,"METHODIST RICHARDSON MEDICAL CENTER","$27,127","$21,387","$20,059","$23,720"
"4085",450539,"COVENANT HOSPITAL PLAINVIEW","Not Available","$15,672","$16,119","$24,756"
"4086",450558,"ABILENE REGIONAL MEDICAL CENTER","$21,064","$17,263","$17,569","$25,187"
"4087",450563,"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE","$24,116","$19,216","$17,597","$26,018"
"4088",450565,"PALO PINTO GENERAL HOSPITAL","Not Available","$14,203","$16,494","Not Available"
"4089",450571,"SHANNON MEDICAL CENTER","$23,010","$14,490","$15,923","$22,973"
"4090",450573,"CHRISTUS JASPER MEMORIAL HOSPITAL","Not Available","$16,754","$17,157","Not Available"
"4091",450578,"HEMPHILL COUNTY HOSPITAL","Not Available","Not Available","$12,523","Not Available"
"4092",450580,"TIMBERLANDS HOSPITAL","Not Available","$13,404","$14,646","Not Available"
"4093",450584,"WILBARGER GENERAL HOSPITAL","Not Available","Not Available","$16,814","Not Available"
"4094",450586,"SEYMOUR HOSPITAL","Not Available","$16,238","$13,776","Not Available"
"4095",450587,"BROWNWOOD REGIONAL MEDICAL CENTER","Not Available","$14,762","$17,072","$24,188"
"4096",450596,"LAKE GRANBURY MEDICAL CENTER","$22,806","$16,359","$20,116","$24,348"
"4097",450597,"CUERO COMMUNITY HOSPITAL","Not Available","$16,371","$19,779","Not Available"
"4098",450604,"HILL COUNTRY MEMORIAL HOSPITAL INC","Not Available","$14,875","$15,817","$21,668"
"4099",450605,"CARE REGIONAL MEDICAL CENTER","Not Available","$15,404","$15,749","Not Available"
"4100",450610,"MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER","$22,205","$18,510","$20,455","$19,844"
"4101",450617,"CLEAR LAKE REGIONAL MEDICAL CENTER","$24,568","$18,734","$21,200","$23,698"
"4102",450620,"DIMMIT REGIONAL HOSPITAL","Not Available","Not Available","$13,982","Not Available"
"4103",450634,"DENTON REGIONAL MEDICAL CENTER","$25,823","$17,734","$19,799","$23,406"
"4104",450638,"HOUSTON NORTHWEST MEDICAL CENTER","$25,044","$18,444","$19,942","$22,680"
"4105",450639,"TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD","$24,579","$18,588","$18,603","$28,806"
"4106",450641,"NOCONA GENERAL HOSPITAL","Not Available","Not Available","$15,946","Not Available"
"4107",450643,"DOCTORS HOSPITAL OF LAREDO","$21,233","$17,462","$20,209","Not Available"
"4108",450644,"WEST HOUSTON MEDICAL CENTER","$25,532","$17,166","$24,261","$23,633"
"4109",450647,"MEDICAL CITY DALLAS","$23,371","$19,686","$19,480","$21,163"
"4110",450651,"MEDICAL CENTER OF PLANO","$24,879","$17,065","$18,388","$29,030"
"4111",450653,"SCENIC MOUNTAIN MEDICAL CENTER","$21,493","$16,131","$15,671","Not Available"
"4112",450654,"STARR COUNTY MEMORIAL HOSPITAL","$20,724","$15,319","$15,871","Not Available"
"4113",450656,"NACOGDOCHES MEDICAL CENTER","$23,002","$15,455","$16,448","$27,466"
"4114",450658,"FREESTONE MEDICAL CENTER","Not Available","$14,169","$15,960","Not Available"
"4115",450659,"PARK PLAZA HOSPITAL","Not Available","$16,535","$23,428","$22,651"
"4116",450661,"ODESSA REGIONAL MEDICAL CENTER","$22,895","$16,125","$19,406","$23,682"
"4117",450662,"VALLEY REGIONAL MEDICAL CENTER","$21,535","$17,468","$19,536","$25,780"
"4118",450668,"SIERRA MEDICAL CENTER","$21,536","$15,808","$17,050","$24,775"
"4119",450669,"MEDICAL CENTER OF LEWISVILLE","$24,310","$17,043","$18,932","$22,349"
"4120",450670,"TOMBALL REGIONAL MEDICAL CENTER","$26,395","$18,273","$20,337","$23,102"
"4121",450672,"PLAZA MEDICAL CENTER OF FORT WORTH","$25,014","$18,639","$20,257","$24,507"
"4122",450674,"WOMANS HOSPITAL OF TEXAS,THE","Not Available","Not Available","Not Available","Not Available"
"4123",450675,"MEDICAL CITY ARLINGTON","$24,657","$18,245","$20,918","$23,494"
"4124",450677,"TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH","$25,161","$18,793","$22,480","$27,286"
"4125",450678,"BAYLOR SCOTT AND WHITE MEDICAL CENTER WHITE ROCK","$23,434","$16,770","$17,440","$26,695"
"4126",450684,"MEMORIAL HERMANN NORTHEAST","$24,938","$18,158","$19,503","Not Available"
"4127",450686,"UNIVERSITY MEDICAL CENTER","$22,311","$17,508","$16,954","$24,266"
"4128",450688,"DALLAS REGIONAL MEDICAL CENTER","$23,131","$17,972","$21,179","Not Available"
"4129",450690,"UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER","$23,242","$15,165","$15,954","Not Available"
"4130",450694,"EL CAMPO MEMORIAL HOSPITAL","Not Available","$15,567","$17,160","Not Available"
"4131",450697,"SOUTHWEST GENERAL HOSPITAL","$25,218","$20,773","$23,857","$26,009"
"4132",450698,"LAMB HEALTHCARE CENTER","Not Available","Not Available","$15,564","Not Available"
"4133",450702,"LONGVIEW REGIONAL MEDICAL CENTER","$22,101","$14,452","$15,800","$22,505"
"4134",450709,"HOUSTON METHODIST ST JOHN HOSPITAL","$26,727","$18,609","$23,156","$22,948"
"4135",450711,"RIO GRANDE REGIONAL HOSPITAL","$22,368","$15,766","$16,489","$26,590"
"4136",450713,"ST DAVID'S SOUTH AUSTIN MEDICAL CENTER","$24,925","$18,370","$16,746","$25,379"
"4137",450716,"CYPRESS FAIRBANKS MEDICAL CENTER","$22,686","$16,919","$19,339","Not Available"
"4138",450718,"ROUND ROCK MEDICAL CENTER","$21,501","$16,543","$18,088","$23,838"
"4139",450723,"METHODIST CHARLTON MEDICAL CENTER","$23,392","$17,326","$19,853","$26,172"
"4140",450730,"BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON","$23,490","$17,541","$20,647","$23,832"
"4141",450742,"BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE","$23,155","$16,770","$16,872","Not Available"
"4142",450743,"TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","$26,368","$18,849","$19,448","$24,236"
"4143",450746,"KNOX COUNTY HOSPITAL","Not Available","Not Available","$15,686","Not Available"
"4144",450747,"PALESTINE REGIONAL MEDICAL CENTER","$23,856","$16,958","$17,564","$27,451"
"4145",450749,"EAST TEXAS MEDICAL CENTER TRINITY","Not Available","$17,071","$19,368","Not Available"
"4146",450754,"HAMILTON GENERAL HOSPITAL","Not Available","$14,689","$15,281","Not Available"
"4147",450755,"COVENANT HOSPITAL LEVELLAND","Not Available","$15,163","$15,163","Not Available"
"4148",450766,"UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY","Not Available","Not Available","Not Available","$25,070"
"4149",450771,"TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO","$25,132","$17,630","$18,284","$22,213"
"4150",450774,"TOPS SURGICAL SPECIALTY HOSPITAL","Not Available","Not Available","Not Available","$22,928"
"4151",450775,"KINGWOOD MEDICAL CENTER","$26,221","$18,143","$20,689","$28,980"
"4152",450779,"TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F","$22,195","$16,658","$18,154","$22,176"
"4153",450780,"METHODIST AMBULATORY SURGERY HOSPITAL NW","Not Available","Not Available","Not Available","$23,079"
"4154",450788,"CORPUS CHRISTI MEDICAL CENTER,THE","$22,139","$17,422","$19,268","$22,376"
"4155",450797,"HOUSTON HOSPITAL FOR SPECIALIZED SURGERY","Not Available","Not Available","Not Available","Not Available"
"4156",450801,"CHRISTUS ST MICHAEL HEALTH SYSTEM","$23,354","$15,641","$18,626","$23,428"
"4157",450803,"UNITED MEMORIAL MEDICAL CENTER","Not Available","$17,596","Not Available","Not Available"
"4158",450804,"TEXAS ORTHOPEDIC HOSPITAL","Not Available","Not Available","Not Available","$20,116"
"4159",450808,"NORTHWEST HILLS SURGICAL HOSPITAL","Not Available","Not Available","Not Available","$18,804"
"4160",450809,"NORTH AUSTIN MEDICAL CENTER","$24,514","$15,679","$17,433","$20,178"
"4161",450820,"HOUSTON METHODIST SUGARLAND HOSPITAL","$25,576","$18,280","$21,179","$22,699"
"4162",450822,"LAS COLINAS MEDICAL CENTER","$22,447","$14,988","$16,158","Not Available"
"4163",450825,"CORNERSTONE REGIONAL HOSPITAL","Not Available","Not Available","Not Available","$20,308"
"4164",450827,"KELL WEST REGIONAL HOSPITAL","Not Available","Not Available","$16,158","$25,830"
"4165",450828,"CHRISTUS SPOHN HOSPITAL ALICE","$23,919","$15,958","$18,935","Not Available"
"4166",450831,"SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON","Not Available","Not Available","Not Available","Not Available"
"4167",450833,"ENNIS REGIONAL MEDICAL CENTER","Not Available","$16,372","$20,616","Not Available"
"4168",450834,"PHYSICIANS CENTRE,THE","Not Available","Not Available","Not Available","$20,178"
"4169",450840,"TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN","Not Available","$15,800","$21,433","$27,293"
"4170",450844,"HOUSTON METHODIST WILLOWBROOK HOSPITAL","$24,328","$18,964","$20,906","$26,612"
"4171",450845,"EL PASO SPECIALTY HOSPITAL","Not Available","Not Available","Not Available","$21,069"
"4172",450847,"MEMORIAL HERMANN KATY HOSPITAL","$25,530","$16,915","$18,537","$23,107"
"4173",450848,"MEMORIAL HERMANN SUGAR LAND HOSPITAL","$22,893","$15,849","$18,164","$20,641"
"4174",450851,"BAYLOR HEART AND VASCULAR HOSPITAL","$22,564","$19,928","Not Available","Not Available"
"4175",450853,"BAYLOR MEDICAL CENTER AT FRISCO","Not Available","Not Available","Not Available","$23,789"
"4176",450855,"HARLINGEN MEDICAL CENTER","$27,706","$17,024","$23,068","$30,627"
"4177",450856,"SOUTH TEXAS SPINE AND SURGICAL HOSPITAL","Not Available","Not Available","Not Available","$18,346"
"4178",450860,"SUGAR LAND SURGICAL HOSPITAL LLP","Not Available","Not Available","Not Available","$20,408"
"4179",450862,"ST LUKE'S THE WOODLANDS HOSPITAL","$22,264","$19,625","$20,878","$26,918"
"4180",450864,"TEXAS SPINE AND JOINT HOSPITAL","Not Available","Not Available","Not Available","$23,041"
"4181",450865,"SETON SOUTHWEST HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4182",450867,"SETON NORTHWEST HOSPITAL","Not Available","$16,962","$17,423","$23,112"
"4183",450869,"DOCTORS HOSPITAL AT RENAISSANCE","$24,460","$17,950","$19,372","$23,669"
"4184",450871,"ARISE AUSTIN MEDICAL CENTER","Not Available","Not Available","Not Available","$23,573"
"4185",450872,"USMD HOSPITAL AT ARLINGTON L P","Not Available","Not Available","Not Available","$23,438"
"4186",450874,"BAYLOR SURGICAL HOSPITAL AT LAS COLINAS","Not Available","Not Available","Not Available","$24,048"
"4187",450875,"QUAIL CREEK SURGICAL HOSPITAL","Not Available","Not Available","Not Available","$20,904"
"4188",450876,"LUBBOCK HEART HOSPITAL LP","$22,509","$15,538","$18,223","$23,078"
"4189",450877,"FOUNDATION SURGICAL HOSPITAL OF EL PASO","Not Available","Not Available","Not Available","$25,183"
"4190",450880,"BAYLOR SURGICAL HOSPITAL AT FORT WORTH","Not Available","Not Available","Not Available","$26,474"
"4191",450883,"BAYLOR MEDICAL CENTER AT TROPHY CLUB","Not Available","Not Available","Not Available","$29,352"
"4192",450885,"BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL","$24,292","$17,139","$20,454","$27,340"
"4193",450888,"TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE","Not Available","Not Available","Not Available","$26,612"
"4194",450889,"TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT","Not Available","Not Available","Not Available","$24,065"
"4195",450890,"BAYLOR REGIONAL MEDICAL CENTER AT PLANO","Not Available","$17,090","$17,137","$26,345"
"4196",450891,"TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN","Not Available","Not Available","Not Available","Not Available"
"4197",450893,"THE HEART HOSPITAL BAYLOR DENTON","Not Available","Not Available","Not Available","Not Available"
"4198",450894,"PINE CREEK MEDICAL CENTER LLP","Not Available","Not Available","Not Available","$26,867"
"4199",451300,"PARMER COUNTY COMMUNITY HOSPITAL","Not Available","Not Available","$21,593","Not Available"
"4200",451301,"REAGAN MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4201",451303,"LIMESTONE MEDICAL CENTER","Not Available","Not Available","$17,219","Not Available"
"4202",451304,"SCHLEICHER COUNTY MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"4203",451305,"BURLESON ST JOSEPH HEALTH CENTER","Not Available","Not Available","$18,213","Not Available"
"4204",451306,"KIMBLE HOSPITAL","Not Available","Not Available","$14,292","Not Available"
"4205",451307,"IRAAN GENERAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4206",451308,"YOAKUM COUNTY HOSPITAL","Not Available","$18,155","$16,938","Not Available"
"4207",451309,"MCCAMEY HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4208",451310,"BALLINGER MEMORIAL HOSPITAL","Not Available","Not Available","$19,569","Not Available"
"4209",451311,"SWEENY COMMUNITY HOSPITAL","Not Available","Not Available","$13,874","Not Available"
"4210",451312,"RICE MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"4211",451313,"FISHER COUNTY HOSPITAL DISTRICT","Not Available","Not Available","Not Available","Not Available"
"4212",451314,"WINKLER COUNTY MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4213",451315,"NORTH RUNNELS HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4214",451316,"MADISON ST JOSEPH HEALTH CENTER","Not Available","Not Available","$20,868","Not Available"
"4215",451317,"REFUGIO COUNTY MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4216",451318,"STONEWALL MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4217",451319,"CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE","Not Available","$14,828","$18,588","Not Available"
"4218",451320,"BAYSIDE COMMUNITY HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4219",451322,"GRIMES ST JOSEPH HEALTH CENTER","Not Available","Not Available","Not Available","Not Available"
"4220",451323,"ROLLINS BROOK COMMUNITY HOSPITAL","Not Available","$15,929","$18,161","Not Available"
"4221",451324,"LILLIAN M HUDSPETH MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4222",451325,"CONCHO COUNTY HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4223",451326,"CHILLICOTHE HOSPITAL DISTRICT","Not Available","Not Available","Not Available","Not Available"
"4224",451328,"RICELAND MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"4225",451329,"RANKIN HOSPITAL MEDICAL CLINIC","Not Available","Not Available","Not Available","Not Available"
"4226",451330,"MEDINA REGIONAL HOSPITAL","Not Available","Not Available","$15,210","Not Available"
"4227",451331,"COON MEMORIAL HOSPITAL","Not Available","$15,748","$14,921","Not Available"
"4228",451332,"PALACIOS COMMUNITY MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"4229",451333,"MARTIN COUNTY HOSPITAL DISTRICT","Not Available","Not Available","Not Available","Not Available"
"4230",451334,"PARKVIEW HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4231",451335,"MUENSTER MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4232",451337,"W J MANGOLD MEMORIAL HOSPITAL","Not Available","$14,537","$16,315","Not Available"
"4233",451338,"CULBERSON HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4234",451339,"THROCKMORTON COUNTY MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4235",451340,"SHAMROCK GENERAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4236",451341,"HASKELL MEMORIAL HOSPITAL","Not Available","Not Available","$18,067","Not Available"
"4237",451342,"MITCHELL COUNTY HOSPITAL DISTRICT","Not Available","$16,703","$17,523","Not Available"
"4238",451343,"ELECTRA MEMORIAL HOSPITAL","Not Available","$18,428","$20,023","Not Available"
"4239",451344,"HANSFORD COUNTY HOSPITAL","Not Available","Not Available","$21,703","Not Available"
"4240",451345,"CROSBYTON CLINIC HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4241",451346,"YOAKUM COMMUNITY HOSPITAL","Not Available","$17,720","$17,676","Not Available"
"4242",451347,"COLEMAN COUNTY MEDICAL CENTER COMPANY","Not Available","$17,088","$17,389","Not Available"
"4243",451348,"HEART OF TEXAS MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4244",451349,"SWISHER MEMORIAL HOSPITAL","Not Available","$19,921","$18,803","Not Available"
"4245",451350,"PLAINS MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4246",451351,"LYNN COUNTY HOSPITAL DISTRICT","Not Available","Not Available","$19,314","Not Available"
"4247",451352,"HARDEMAN COUNTY MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4248",451353,"CRANE COUNTY HOSPITAL DISTRICT","Not Available","Not Available","Not Available","Not Available"
"4249",451354,"HAMILTON HOSPITAL","Not Available","Not Available","$19,553","Not Available"
"4250",451355,"COLLINGSWORTH GENERAL HOSPITAL","Not Available","Not Available","$22,752","Not Available"
"4251",451356,"MEMORIAL MEDICAL CENTER","Not Available","$16,229","$15,459","Not Available"
"4252",451357,"LITTLE RIVER HEALTHCARE","Not Available","Not Available","$16,490","Not Available"
"4253",451358,"MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4254",451359,"OCHILTREE GENERAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4255",451360,"CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE","Not Available","Not Available","Not Available","Not Available"
"4256",451361,"SABINE COUNTY HOSPITAL","Not Available","Not Available","$16,521","Not Available"
"4257",451362,"CLAY COUNTY MEMORIAL HOSPITAL","Not Available","Not Available","$13,667","Not Available"
"4258",451363,"JACKSON HEALTHCARE CENTER","Not Available","Not Available","Not Available","Not Available"
"4259",451364,"OTTO KAISER MEMORIAL HOSPITAL","Not Available","Not Available","$17,887","Not Available"
"4260",451365,"SETON HIGHLAND LAKES","Not Available","$16,230","$16,537","$26,399"
"4261",451366,"COCHRAN MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4262",451367,"EAST TEXAS MEDICAL CENTER PITTSBURG","Not Available","$15,222","$17,966","Not Available"
"4263",451369,"GOLDEN PLAINS COMMUNITY HOSPITAL","Not Available","$15,169","$16,509","Not Available"
"4264",451370,"TMC- BONHAM HOSPITAL","Not Available","$16,454","$18,558","Not Available"
"4265",451371,"SETON EDGAR B DAVIS HOSPITAL","Not Available","$17,398","$17,271","Not Available"
"4266",451372,"MULESHOE AREA MEDICAL CENTER","Not Available","$18,015","$15,157","Not Available"
"4267",451373,"WARD MEMORIAL HOSPITAL","Not Available","$15,806","$16,555","Not Available"
"4268",451374,"BAYLOR SCOTT & WHITE MEDICAL CENTER -TAYLOR","Not Available","$15,965","$18,741","Not Available"
"4269",451375,"LIBERTY DAYTON REGIONAL MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"4270",451376,"LAVACA MEDICAL CENTER","Not Available","$16,552","$19,907","Not Available"
"4271",451377,"REEVES COUNTY HOSPITAL DISTRICT","Not Available","$14,399","$13,086","Not Available"
"4272",451378,"BIG BEND REGIONAL MEDICAL CENTER","Not Available","$15,503","$18,649","Not Available"
"4273",451379,"CORYELL MEMORIAL HEALTHCARE SYSTEM","Not Available","Not Available","$16,654","Not Available"
"4274",451380,"EAST TEXAS MEDICAL CENTER QUITMAN","$22,586","$16,885","$16,256","Not Available"
"4275",451381,"CHRISTUS MOTHER FRANCES HOSPITAL- WINNSBORO","Not Available","Not Available","Not Available","Not Available"
"4276",451382,"COMANCHE COUNTY MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"4277",451384,"COGDELL MEMORIAL HOSPITAL","Not Available","Not Available","$15,860","Not Available"
"4278",451385,"GOODALL WITCHER HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4279",451386,"MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4280",451387,"UVALDE MEMORIAL HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4281",453300,"COOK CHILDRENS MEDICAL CENTER","Not Available","Not Available","Not Available","Not Available"
"4282",453301,"DRISCOLL CHILDRENS HOSPITAL","Not Available","Not Available","Not Available","Not Available"
"4283",453302,"CHILDRENS MEDICAL CTR OF DALLAS","Not Available","Not Available","Not Available","Not Available"
"4284",453304,"TEXAS CHILDRENS HOSP","Not Available","Not Available","Not Available","Not Available"
"4285",453306,"COVENANT CHILDRENS HOSPITAL","Not Available","Not Available","Not Available","Not Available"
