Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
"360006","RIVERSIDE METHODIST HOSPITAL","3535 OLENTANGY RIVER RD","COLUMBUS","OH","43214","Franklin","55.27","78.52","86.68","80.79","81.83","4 out of 10","1 out of 9","4 out of 10","57.39","80.44","88.51","80.39","80.38","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","64.16","67.37","2 out of 10","1 out of 9","2 out of 10","25.21","51.45","62.44","55.30","53.99","3 out of 10","0 out of 9","3 out of 10","43.43","63.37","73.66","65.40","64.17","1 out of 10","0 out of 9","1 out of 10","40.05","65.60","79.00","63.74","66.70","1 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","89.18","87.66","2 out of 10","0 out of 9","2 out of 10","37.67","70.23","84.58","76.43","78.67","6 out of 10","2 out of 9","6 out of 10","19","19"
"060028","SAINT JOSEPH HOSPITAL","1375 EAST 19TH AVE","DENVER","CO","80218","Denver","55.27","78.52","86.68","79.27","81.78","4 out of 10","3 out of 9","4 out of 10","57.39","80.44","88.51","81.75","83.46","4 out of 10","2 out of 9","4 out of 10","38.40","65.08","80.35","71.60","67.85","2 out of 10","0 out of 9","2 out of 10","25.21","51.45","62.44","56.05","56.76","5 out of 10","1 out of 9","5 out of 10","43.43","63.37","73.66","67.29","66.95","4 out of 10","0 out of 9","4 out of 10","40.05","65.60","79.00","65.01","70.07","4 out of 10","3 out of 9","4 out of 10","62.25","86.60","91.63","90.13","91.09","9 out of 10","6 out of 9","9 out of 10","37.67","70.23","84.58","73.23","81.44","8 out of 10","7 out of 9","8 out of 10","40","20"
"330127","JACOBI MEDICAL CENTER","1400 PELHAM PARKWAY SOUTH","BRONX","NY","10461","Bronx","55.27","78.52","86.68","66.55","66.83","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","74.87","76.21","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","51.91","51.82","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","42.18","41.95","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","53.92","53.52","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","58.45","53.36","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","79.42","80.10","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","54.25","54.56","0 out of 10","0 out of 9","0 out of 10","0","9"
"050510","KAISER FOUNDATION HOSPITAL","99 MONTECILLO RD","SAN RAFAEL","CA","94903","Marin","55.27","78.52","86.68","78.22","80.10","2 out of 10","2 out of 9","2 out of 10","57.39","80.44","88.51","84.70","85.19","6 out of 10","1 out of 9","6 out of 10","38.40","65.08","80.35","70.07","68.81","3 out of 10","0 out of 9","3 out of 10","25.21","51.45","62.44","54.67","52.81","2 out of 10","0 out of 9","2 out of 10","43.43","63.37","73.66","67.58","66.69","3 out of 10","0 out of 9","3 out of 10","40.05","65.60","79.00","53.44","56.68","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","88.56","89.88","6 out of 10","4 out of 9","6 out of 10","37.67","70.23","84.58","71.86","72.29","2 out of 10","0 out of 9","2 out of 10","25","13"
"360084","AULTMAN HOSPITAL","2600 SIXTH STREET SW","CANTON","OH","44710","Stark","55.27","78.52","86.68","79.15","81.11","3 out of 10","2 out of 9","3 out of 10","57.39","80.44","88.51","79.83","79.23","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","68.39","65.36","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","49.65","47.74","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.51","61.33","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","60.57","59.31","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","86.42","84.92","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","75.40","75.23","4 out of 10","0 out of 9","4 out of 10","8","15"
"010158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","RUSSELLVILLE","AL","35653","Franklin","55.27","78.52","86.68","81.55","78.71","1 out of 10","0 out of 9","1 out of 10","57.39","80.44","88.51","86.66","86.98","8 out of 10","1 out of 9","8 out of 10","38.40","65.08","80.35","69.78","68.19","2 out of 10","0 out of 9","2 out of 10","25.21","51.45","62.44","51.91","53.26","2 out of 10","1 out of 9","2 out of 10","43.43","63.37","73.66","65.24","63.40","1 out of 10","0 out of 9","1 out of 10","40.05","65.60","79.00","72.57","72.80","5 out of 10","0 out of 9","5 out of 10","62.25","86.60","91.63","86.44","91.87","10 out of 10","9 out of 9","10 out of 10","37.67","70.23","84.58","73.27","70.37","1 out of 10","0 out of 9","1 out of 10","30","20"
"440182","MCKENZIE REGIONAL HOSPITAL","161 HOSPITAL DRIVE","MC KENZIE","TN","38201","Carroll","55.27","78.52","86.68","78.58","74.93","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","81.34","77.35","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","71.34","65.28","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","54.33","52.57","1 out of 10","0 out of 9","1 out of 10","43.43","63.37","73.66","70.23","68.76","5 out of 10","0 out of 9","5 out of 10","40.05","65.60","79.00","71.87","74.02","6 out of 10","3 out of 9","6 out of 10","62.25","86.60","91.63","84.97","86.92","1 out of 10","2 out of 9","2 out of 10","37.67","70.23","84.58","69.00","68.55","0 out of 10","0 out of 9","0 out of 10","15","16"
"340068","COLUMBUS REGIONAL HEALTHCARE SYSTEM","500 JEFFERSON ST","WHITEVILLE","NC","28472","Columbus","55.27","78.52","86.68","80.37","84.31","7 out of 10","6 out of 9","7 out of 10","57.39","80.44","88.51","80.83","83.80","4 out of 10","3 out of 9","4 out of 10","38.40","65.08","80.35","65.93","70.17","4 out of 10","2 out of 9","4 out of 10","25.21","51.45","62.44","46.56","52.07","1 out of 10","3 out of 9","3 out of 10","43.43","63.37","73.66","69.33","72.58","9 out of 10","7 out of 9","9 out of 10","40.05","65.60","79.00","58.92","63.03","0 out of 10","2 out of 9","2 out of 10","62.25","86.60","91.63","87.53","84.27","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","62.75","70.91","1 out of 10","3 out of 9","3 out of 10","32","17"
"260179","ST LUKES HOSPITAL","232 S WOODS MILL RD","CHESTERFIELD","MO","63017","Saint Louis","55.27","78.52","86.68","82.81","83.36","6 out of 10","1 out of 9","6 out of 10","57.39","80.44","88.51","84.43","84.70","5 out of 10","0 out of 9","5 out of 10","38.40","65.08","80.35","65.84","66.20","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","62.58","61.74","9 out of 10","0 out of 9","9 out of 10","43.43","63.37","73.66","66.82","65.76","3 out of 10","0 out of 9","3 out of 10","40.05","65.60","79.00","69.10","73.44","6 out of 10","4 out of 9","6 out of 10","62.25","86.60","91.63","89.22","88.79","4 out of 10","0 out of 9","4 out of 10","37.67","70.23","84.58","85.40","86.31","10 out of 10","9 out of 9","10 out of 10","44","20"
"150158","IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","AVON","IN","46123","Hendricks","55.27","78.52","86.68","80.84","80.47","3 out of 10","0 out of 9","3 out of 10","57.39","80.44","88.51","80.93","81.31","1 out of 10","0 out of 9","1 out of 10","38.40","65.08","80.35","67.28","65.80","1 out of 10","0 out of 9","1 out of 10","25.21","51.45","62.44","54.04","55.88","4 out of 10","2 out of 9","4 out of 10","43.43","63.37","73.66","64.63","64.44","1 out of 10","0 out of 9","1 out of 10","40.05","65.60","79.00","67.82","71.25","4 out of 10","3 out of 9","4 out of 10","62.25","86.60","91.63","88.85","88.41","4 out of 10","0 out of 9","4 out of 10","37.67","70.23","84.58","74.42","78.18","5 out of 10","3 out of 9","5 out of 10","23","20"
"220088","NEW ENGLAND BAPTIST HOSPITAL","125 PARKER HILL AVENUE","BOSTON","MA","02120","Suffolk","55.27","78.52","86.68","84.16","88.34","10 out of 10","9 out of 9","10 out of 10","57.39","80.44","88.51","82.90","85.59","6 out of 10","4 out of 9","6 out of 10","38.40","65.08","80.35","69.15","77.91","8 out of 10","7 out of 9","8 out of 10","25.21","51.45","62.44","59.57","65.36","10 out of 10","9 out of 9","10 out of 10","43.43","63.37","73.66","65.02","71.04","7 out of 10","6 out of 9","7 out of 10","40.05","65.60","79.00","63.28","66.92","1 out of 10","2 out of 9","2 out of 10","62.25","86.60","91.63","93.65","94.24","10 out of 10","9 out of 9","10 out of 10","37.67","70.23","84.58","87.12","87.30","10 out of 10","9 out of 9","10 out of 10","63","20"
"390097","HOLY REDEEMER HOSPITAL AND MEDICAL CENTER","1648 HUNTINGDON PIKE","MEADOWBROOK","PA","19046","Montgomery","55.27","78.52","86.68","80.13","79.53","2 out of 10","0 out of 9","2 out of 10","57.39","80.44","88.51","81.61","78.73","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","69.55","63.12","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","49.21","52.29","1 out of 10","2 out of 9","2 out of 10","43.43","63.37","73.66","57.88","60.08","0 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","63.79","62.16","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","84.30","85.06","0 out of 10","1 out of 9","1 out of 10","37.67","70.23","84.58","70.93","70.78","1 out of 10","0 out of 9","1 out of 10","7","16"
"250048","ST DOMINIC-JACKSON MEMORIAL HOSPITAL","969 LAKELAND DR","JACKSON","MS","39216","Hinds","55.27","78.52","86.68","80.52","81.19","3 out of 10","1 out of 9","3 out of 10","57.39","80.44","88.51","84.14","85.55","6 out of 10","3 out of 9","6 out of 10","38.40","65.08","80.35","66.70","69.56","3 out of 10","2 out of 9","3 out of 10","25.21","51.45","62.44","55.60","54.58","3 out of 10","0 out of 9","3 out of 10","43.43","63.37","73.66","66.38","67.61","4 out of 10","1 out of 9","4 out of 10","40.05","65.60","79.00","71.77","72.85","5 out of 10","1 out of 9","5 out of 10","62.25","86.60","91.63","85.28","86.55","0 out of 10","2 out of 9","2 out of 10","37.67","70.23","84.58","78.20","79.72","6 out of 10","2 out of 9","6 out of 10","32","19"
"260195","CITIZENS MEMORIAL HOSPITAL","1500 N OAKLAND","BOLIVAR","MO","65613","Polk","55.27","78.52","86.68","77.58","77.52","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","79.43","82.02","2 out of 10","2 out of 9","2 out of 10","38.40","65.08","80.35","67.01","63.27","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","51.58","51.99","1 out of 10","0 out of 9","1 out of 10","43.43","63.37","73.66","61.69","57.63","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","64.08","65.14","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","87.41","86.99","1 out of 10","0 out of 9","1 out of 10","37.67","70.23","84.58","67.21","69.84","0 out of 10","1 out of 9","1 out of 10","5","14"
"150176","KENTUCKIANA MEDICAL CENTER LLC","4601 MEDICAL PLAZA WAY","CLARKSVILLE","IN","47129","Clark","55.27","78.52","86.68","77.81","81.12","3 out of 10","3 out of 9","3 out of 10","57.39","80.44","88.51","86.09","84.85","5 out of 10","0 out of 9","5 out of 10","38.40","65.08","80.35","62.32","63.50","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","51.61","51.45","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","63.93","52.78","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","76.90","76.59","8 out of 10","0 out of 9","8 out of 10","62.25","86.60","91.63","80.33","82.61","0 out of 10","2 out of 9","2 out of 10","37.67","70.23","84.58","75.03","78.20","6 out of 10","3 out of 9","6 out of 10","24","9"
"510030","DAVIS MEDICAL CENTER","812 GORMAN AVENUE","ELKINS","WV","26241","Randolph","55.27","78.52","86.68","78.58","80.91","3 out of 10","2 out of 9","3 out of 10","57.39","80.44","88.51","81.63","79.73","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","67.61","69.71","3 out of 10","1 out of 9","3 out of 10","25.21","51.45","62.44","44.61","42.56","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.24","66.44","3 out of 10","3 out of 9","3 out of 10","40.05","65.60","79.00","69.34","66.23","1 out of 10","0 out of 9","1 out of 10","62.25","86.60","91.63","91.08","92.33","10 out of 10","9 out of 9","10 out of 10","37.67","70.23","84.58","62.15","63.85","0 out of 10","0 out of 9","0 out of 10","20","13"
"300034","CATHOLIC MEDICAL CENTER","100 MCGREGOR STREET","MANCHESTER","NH","03102","Hillsborough","55.27","78.52","86.68","80.23","79.97","2 out of 10","0 out of 9","2 out of 10","57.39","80.44","88.51","78.06","78.66","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","63.53","62.28","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","54.05","52.16","1 out of 10","0 out of 9","1 out of 10","43.43","63.37","73.66","62.16","62.04","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","61.41","57.08","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","86.38","88.04","3 out of 10","3 out of 9","3 out of 10","37.67","70.23","84.58","75.28","71.96","2 out of 10","0 out of 9","2 out of 10","8","13"
"390139","MAIN LINE HOSPITAL BRYN MAWR CAMPUS","130 SOUTH BRYN MAWR AVE","BRYN MAWR","PA","19010","Montgomery","55.27","78.52","86.68","83.47","85.91","9 out of 10","7 out of 9","9 out of 10","57.39","80.44","88.51","80.12","80.00","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","70.50","71.10","4 out of 10","0 out of 9","4 out of 10","25.21","51.45","62.44","54.81","56.71","5 out of 10","2 out of 9","5 out of 10","43.43","63.37","73.66","66.11","66.78","3 out of 10","0 out of 9","3 out of 10","40.05","65.60","79.00","64.18","67.33","2 out of 10","2 out of 9","2 out of 10","62.25","86.60","91.63","87.59","88.78","4 out of 10","2 out of 9","4 out of 10","37.67","70.23","84.58","77.75","79.14","6 out of 10","2 out of 9","6 out of 10","33","19"
"450092","FORT DUNCAN MEDICAL CENTER","3333 N FOSTER MALDONADO BLVD","EAGLE PASS","TX","78852","Maverick","55.27","78.52","86.68","72.05","77.54","0 out of 10","3 out of 9","3 out of 10","57.39","80.44","88.51","73.68","80.50","1 out of 10","4 out of 9","4 out of 10","38.40","65.08","80.35","59.14","59.83","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","47.78","38.21","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","53.79","60.04","0 out of 10","3 out of 9","3 out of 10","40.05","65.60","79.00","65.75","68.63","3 out of 10","2 out of 9","3 out of 10","62.25","86.60","91.63","83.75","82.97","0 out of 10","0 out of 9","0 out of 10","37.67","70.23","84.58","49.92","61.53","0 out of 10","3 out of 9","3 out of 10","16","9"
"330162","NORTHERN WESTCHESTER HOSPITAL","400 EAST MAIN STREET","MOUNT KISCO","NY","10549","Westchester","55.27","78.52","86.68","87.10","85.35","8 out of 10","0 out of 9","8 out of 10","57.39","80.44","88.51","85.21","82.87","3 out of 10","0 out of 9","3 out of 10","38.40","65.08","80.35","75.84","73.57","6 out of 10","0 out of 9","6 out of 10","25.21","51.45","62.44","58.13","56.42","5 out of 10","0 out of 9","5 out of 10","43.43","63.37","73.66","73.79","68.87","5 out of 10","0 out of 9","5 out of 10","40.05","65.60","79.00","71.05","70.59","4 out of 10","0 out of 9","4 out of 10","62.25","86.60","91.63","87.39","89.78","6 out of 10","5 out of 9","6 out of 10","37.67","70.23","84.58","80.21","82.92","8 out of 10","6 out of 9","8 out of 10","45","20"
"520208","SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE","3400 EAST RACINE STREET","JANESVILLE","WI","53546","Rock","55.27","78.52","86.68","82.46","84.33","7 out of 10","4 out of 9","7 out of 10","57.39","80.44","88.51","80.56","84.13","5 out of 10","4 out of 9","5 out of 10","38.40","65.08","80.35","68.29","69.31","3 out of 10","0 out of 9","3 out of 10","25.21","51.45","62.44","56.77","58.34","6 out of 10","2 out of 9","6 out of 10","43.43","63.37","73.66","69.59","68.83","5 out of 10","0 out of 9","5 out of 10","40.05","65.60","79.00","74.99","75.28","7 out of 10","0 out of 9","7 out of 10","62.25","86.60","91.63","88.18","90.56","8 out of 10","6 out of 9","8 out of 10","37.67","70.23","84.58","81.80","82.50","8 out of 10","2 out of 9","8 out of 10","49","20"
"360027","AKRON GENERAL MEDICAL CENTER","400 WABASH AVENUE","AKRON","OH","44307","Summit","55.27","78.52","86.68","81.09","79.07","1 out of 10","0 out of 9","1 out of 10","57.39","80.44","88.51","78.21","76.67","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","65.47","62.54","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","51.52","50.90","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.44","62.09","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","59.37","54.16","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","86.62","87.85","3 out of 10","2 out of 9","3 out of 10","37.67","70.23","84.58","71.25","68.83","0 out of 10","0 out of 9","0 out of 10","4","11"
"180019","MEADOWVIEW REGIONAL MEDICAL CENTER","989 MEDICAL PARK DRIVE","MAYSVILLE","KY","41056","Mason","55.27","78.52","86.68","78.91","84.22","7 out of 10","6 out of 9","7 out of 10","57.39","80.44","88.51","84.40","84.94","6 out of 10","1 out of 9","6 out of 10","38.40","65.08","80.35","66.04","70.63","4 out of 10","3 out of 9","4 out of 10","25.21","51.45","62.44","50.97","54.26","3 out of 10","2 out of 9","3 out of 10","43.43","63.37","73.66","64.37","67.15","4 out of 10","2 out of 9","4 out of 10","40.05","65.60","79.00","67.61","68.99","3 out of 10","1 out of 9","3 out of 10","62.25","86.60","91.63","86.03","89.40","6 out of 10","6 out of 9","6 out of 10","37.67","70.23","84.58","72.16","73.22","2 out of 10","0 out of 9","2 out of 10","35","20"
"140174","PRESENCE MERCY MEDICAL CENTER","1325 N HIGHLAND AVENUE","AURORA","IL","60506","Kane","55.27","78.52","86.68","75.56","80.79","3 out of 10","4 out of 9","4 out of 10","57.39","80.44","88.51","78.49","80.62","1 out of 10","2 out of 9","2 out of 10","38.40","65.08","80.35","60.67","60.12","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","48.85","52.05","1 out of 10","2 out of 9","2 out of 10","43.43","63.37","73.66","58.62","65.33","2 out of 10","4 out of 9","4 out of 10","40.05","65.60","79.00","62.76","64.78","0 out of 10","1 out of 9","1 out of 10","62.25","86.60","91.63","85.97","88.89","5 out of 10","5 out of 9","5 out of 10","37.67","70.23","84.58","65.12","68.94","0 out of 10","1 out of 9","1 out of 10","19","16"
"520204","WHEATON FRANCISCAN HEALTHCARE FRANKLIN","10101 SOUTH 27TH ST","FRANKLIN","WI","53132","Milwaukee","55.27","78.52","86.68","81.91","81.48","4 out of 10","0 out of 9","4 out of 10","57.39","80.44","88.51","78.61","79.57","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","71.52","67.07","2 out of 10","0 out of 9","2 out of 10","25.21","51.45","62.44","55.69","55.05","3 out of 10","0 out of 9","3 out of 10","43.43","63.37","73.66","66.14","63.52","1 out of 10","0 out of 9","1 out of 10","40.05","65.60","79.00","76.20","72.83","5 out of 10","0 out of 9","5 out of 10","62.25","86.60","91.63","89.17","90.12","7 out of 10","3 out of 9","7 out of 10","37.67","70.23","84.58","82.16","80.31","7 out of 10","0 out of 9","7 out of 10","29","19"
"150061","DAVIESS COMMUNITY HOSPITAL","1314 E WALNUT ST","WASHINGTON","IN","47501","Daviess","55.27","78.52","86.68","81.77","82.95","5 out of 10","2 out of 9","5 out of 10","57.39","80.44","88.51","79.99","80.14","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","75.78","71.42","4 out of 10","0 out of 9","4 out of 10","25.21","51.45","62.44","51.88","55.33","4 out of 10","3 out of 9","4 out of 10","43.43","63.37","73.66","65.61","67.27","4 out of 10","2 out of 9","4 out of 10","40.05","65.60","79.00","67.74","66.53","1 out of 10","0 out of 9","1 out of 10","62.25","86.60","91.63","85.50","89.42","6 out of 10","6 out of 9","6 out of 10","37.67","70.23","84.58","69.59","71.06","1 out of 10","0 out of 9","1 out of 10","25","19"
"240078","FAIRVIEW SOUTHDALE HOSPITAL","6401 FRANCE AVENUE SOUTH","EDINA","MN","55435","Hennepin","55.27","78.52","86.68","81.53","83.26","6 out of 10","3 out of 9","6 out of 10","57.39","80.44","88.51","81.97","81.58","2 out of 10","0 out of 9","2 out of 10","38.40","65.08","80.35","67.34","69.83","3 out of 10","1 out of 9","3 out of 10","25.21","51.45","62.44","53.56","54.97","3 out of 10","1 out of 9","3 out of 10","43.43","63.37","73.66","62.66","64.45","1 out of 10","1 out of 9","1 out of 10","40.05","65.60","79.00","64.39","63.94","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","87.53","88.50","4 out of 10","2 out of 9","4 out of 10","37.67","70.23","84.58","70.87","75.22","4 out of 10","3 out of 9","4 out of 10","23","18"
"190027","CHRISTUS ST PATRICK HOSPITAL","524 DR MICHAEL DEBAKEY STREET","LAKE CHARLES","LA","70601","Calcasieu","55.27","78.52","86.68","75.75","82.22","5 out of 10","5 out of 9","5 out of 10","57.39","80.44","88.51","83.39","84.22","5 out of 10","1 out of 9","5 out of 10","38.40","65.08","80.35","57.27","66.05","1 out of 10","3 out of 9","3 out of 10","25.21","51.45","62.44","53.48","58.87","7 out of 10","6 out of 9","7 out of 10","43.43","63.37","73.66","61.84","62.00","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","63.57","66.99","1 out of 10","2 out of 9","2 out of 10","62.25","86.60","91.63","85.32","86.46","0 out of 10","1 out of 9","1 out of 10","37.67","70.23","84.58","65.89","73.29","2 out of 10","3 out of 9","3 out of 10","26","18"
"450124","DELL SETON  MED CENTER AT THE UNIVERSITY OF TX","601 E 15TH STREET","AUSTIN","TX","78701","Travis","55.27","78.52","86.68","76.63","75.57","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","78.25","78.46","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","61.64","60.48","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","44.61","45.53","0 out of 10","0 out of 9","0 out of 10","43.43","63.37","73.66","62.51","65.28","2 out of 10","2 out of 9","2 out of 10","40.05","65.60","79.00","64.31","64.16","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","86.51","87.59","2 out of 10","2 out of 9","2 out of 10","37.67","70.23","84.58","66.93","70.09","0 out of 10","1 out of 9","1 out of 10","5","15"
"050342","PIONEERS MEMORIAL HEALTHCARE DISTRICT","207 WEST LEGION ROAD","BRAWLEY","CA","92227","Imperial","55.27","78.52","86.68","72.38","71.43","0 out of 10","0 out of 9","0 out of 10","57.39","80.44","88.51","75.70","72.01","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","61.88","58.79","0 out of 10","0 out of 9","0 out of 10","25.21","51.45","62.44","50.89","52.53","1 out of 10","1 out of 9","1 out of 10","43.43","63.37","73.66","57.17","57.35","0 out of 10","0 out of 9","0 out of 10","40.05","65.60","79.00","62.22","58.36","0 out of 10","0 out of 9","0 out of 10","62.25","86.60","91.63","81.58","85.74","0 out of 10","4 out of 9","4 out of 10","37.67","70.23","84.58","67.32","64.37","0 out of 10","0 out of 9","0 out of 10","5","12"
"170104","SHAWNEE MISSION MEDICAL CENTER","9100 W 74TH STREET","SHAWNEE MISSION","KS","66204","Johnson","55.27","78.52","86.68","83.07","84.17","7 out of 10","3 out of 9","7 out of 10","57.39","80.44","88.51","80.75","80.32","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","71.23","69.85","3 out of 10","0 out of 9","3 out of 10","25.21","51.45","62.44","57.83","58.25","6 out of 10","0 out of 9","6 out of 10","43.43","63.37","73.66","68.59","68.40","5 out of 10","0 out of 9","5 out of 10","40.05","65.60","79.00","74.52","73.87","6 out of 10","0 out of 9","6 out of 10","62.25","86.60","91.63","89.56","89.94","6 out of 10","1 out of 9","6 out of 10","37.67","70.23","84.58","84.18","82.53","8 out of 10","0 out of 9","8 out of 10","41","19"
"100231","WEST FLORIDA HOSPITAL","8383 N DAVIS HWY","PENSACOLA","FL","32514","Escambia","55.27","78.52","86.68","79.67","80.60","3 out of 10","1 out of 9","3 out of 10","57.39","80.44","88.51","78.61","78.62","0 out of 10","0 out of 9","0 out of 10","38.40","65.08","80.35","68.64","72.01","5 out of 10","2 out of 9","5 out of 10","25.21","51.45","62.44","54.16","54.59","3 out of 10","0 out of 9","3 out of 10","43.43","63.37","73.66","64.67","66.01","3 out of 10","1 out of 9","3 out of 10","40.05","65.60","79.00","64.29","67.92","2 out of 10","2 out of 9","2 out of 10","62.25","86.60","91.63","86.81","87.43","2 out of 10","1 out of 9","2 out of 10","37.67","70.23","84.58","73.08","75.05","4 out of 10","1 out of 9","4 out of 10","22","18"
