Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score
"500044","MULTICARE DEACONESS HOSPITAL","W 800 FIFTH AVENUE","SPOKANE","WA","99210","Spokane","0.850916","0.873053","0.864116","0.850492","0 out of 10","0 out of 9","0 out of 10","0.883421","0.907656","0.880343","0.884580","1 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.884951","0.899187","6 out of 10","6 out of 9","6 out of 10"
"500049","WALLA WALLA GENERAL HOSPITAL","1025 S SECOND AVE","WALLA WALLA","WA","99362","Walla Walla","0.850916","0.873053","0.847675","0.857381","3 out of 10","3 out of 9","3 out of 10","0.883421","0.907656","0.875012","0.845278","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.894064","0.885470","1 out of 10","0 out of 9","1 out of 10"
"500050","PEACEHEALTH SOUTHWEST MEDICAL CENTER","400 NE MOTHER JOSEPH PLACE","VANCOUVER","WA","98668","Clark","0.850916","0.873053","0.832715","0.845344","0 out of 10","3 out of 9","3 out of 10","0.883421","0.907656","0.878782","0.869102","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.888024","0.891616","4 out of 10","1 out of 9","4 out of 10"
"500051","OVERLAKE HOSPITAL MEDICAL CENTER","1035-116TH AVE NE","BELLEVUE","WA","98004","King","0.850916","0.873053","0.853801","0.860497","4 out of 10","3 out of 9","4 out of 10","0.883421","0.907656","0.847945","0.896159","5 out of 10","8 out of 9","8 out of 10","0.882860","0.907900","0.881587","0.902530","8 out of 10","7 out of 9","8 out of 10"
"500053","KENNEWICK GENERAL HOSPITAL","900 SOUTH AUBURN STREET","KENNEWICK","WA","99336","Benton","0.850916","0.873053","0.843962","0.847962","0 out of 10","1 out of 9","1 out of 10","0.883421","0.907656","0.861170","0.885816","1 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.862970","0.880950","0 out of 10","4 out of 9","4 out of 10"
"500054","PROVIDENCE SACRED HEART MEDICAL CENTER","101 WEST 8TH AVENUE","SPOKANE","WA","99204","Spokane","0.850916","0.873053","0.862307","0.873216","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.855837","0.843049","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.861253","0.857959","0 out of 10","0 out of 9","0 out of 10"
"500058","KADLEC REGIONAL MEDICAL CENTER","888 SWIFT BLVD","RICHLAND","WA","99352","Benton","0.850916","0.873053","0.839176","0.857892","3 out of 10","5 out of 9","5 out of 10","0.883421","0.907656","0.835609","0.864547","0 out of 10","4 out of 9","4 out of 10","0.882860","0.907900","0.882450","0.891710","4 out of 10","3 out of 9","4 out of 10"
"500060","CASCADE VALLEY HOSPITAL","330 S STILLAGUAMISH AVE","ARLINGTON","WA","98223","Snohomish","0.850916","0.873053","0.842894","0.852699","Not Available","Not Available","Not Available","0.883421","0.907656","0.877336","0.864520","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.866149","0.892805","4 out of 10","6 out of 9","6 out of 10"
"500064","HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","SEATTLE","WA","98104","King","0.850916","0.873053","0.828132","0.864991","6 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.884572","0.871795","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.881693","0.898993","6 out of 10","6 out of 9","6 out of 10"
"500072","OLYMPIC MEDICAL CENTER","939 CAROLINE ST","PORT ANGELES","WA","98362","Clallam","0.850916","0.873053","0.837431","0.847026","0 out of 10","2 out of 9","2 out of 10","0.883421","0.907656","0.847194","0.867948","0 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.832242","0.898159","6 out of 10","8 out of 9","8 out of 10"
"500077","PROVIDENCE HOLY FAMILY HOSPITAL","5633 NORTH LIDGERWOOD","SPOKANE","WA","99208","Spokane","0.850916","0.873053","0.840781","0.860920","5 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.883539","0.833466","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.905215","0.882974","1 out of 10","0 out of 9","1 out of 10"
"500079","MULTICARE GOOD SAMARITAN HOSPITAL","401 15TH AVENUE SE","PUYALLUP","WA","98372","Pierce","0.850916","0.873053","0.827687","0.859402","4 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.862987","0.878958","0 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.857907","0.893522","4 out of 10","7 out of 9","7 out of 10"
"500084","EVERGREEN HEALTH MONROE","14701 179TH SE","MONROE","WA","98272","Snohomish","0.850916","0.873053","0.852377","0.861857","Not Available","Not Available","Not Available","0.883421","0.907656","0.864371","0.882774","0 out of 10","4 out of 9","4 out of 10","0.882860","0.907900","0.888092","0.887330","2 out of 10","0 out of 9","2 out of 10"
"500088","VALLEY MEDICAL CENTER","400 S 43RD ST","RENTON","WA","98055","King","0.850916","0.873053","0.840414","0.858257","3 out of 10","5 out of 9","5 out of 10","0.883421","0.907656","0.891540","0.887428","2 out of 10","0 out of 9","2 out of 10","0.882860","0.907900","0.856230","0.906620","9 out of 10","9 out of 9","9 out of 10"
"500108","ST JOSEPH MEDICAL CENTER","1717 SOUTH J STREET","TACOMA","WA","98405","Pierce","0.850916","0.873053","0.822949","0.857039","3 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.873179","0.876331","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.859003","0.889161","3 out of 10","6 out of 9","6 out of 10"
"500119","MULTICARE VALLEY HOSPITAL","12606 EAST MISSION AVENUE","SPOKANE","WA","99216","Spokane","0.850916","0.873053","0.832558","0.869732","Not Available","Not Available","Not Available","0.883421","0.907656","0.858454","0.873490","0 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.876618","0.880899","0 out of 10","1 out of 9","1 out of 10"
"500124","EVERGREENHEALTH MEDICAL CENTER","12040 NE 128TH STREET","KIRKLAND","WA","98034","King","0.850916","0.873053","0.856875","0.855017","2 out of 10","0 out of 9","2 out of 10","0.883421","0.907656","0.890363","0.898402","6 out of 10","4 out of 9","6 out of 10","0.882860","0.907900","0.912083","0.928604","10 out of 10","9 out of 9","10 out of 10"
"500129","TACOMA GENERAL ALLENMORE HOSPITAL","315 S MLK JR WAY","TACOMA","WA","98405","Pierce","0.850916","0.873053","0.825647","0.865757","7 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.866504","0.876775","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.876194","0.902776","8 out of 10","8 out of 9","8 out of 10"
"500139","CAPITAL MEDICAL CENTER","3900 CAPITAL MALL DR SW","OLYMPIA","WA","98502","Thurston","0.850916","0.873053","0.848879","0.853349","1 out of 10","1 out of 9","1 out of 10","0.883421","0.907656","0.860725","0.872885","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.884440","0.899822","7 out of 10","6 out of 9","7 out of 10"
"500141","ST FRANCIS COMMUNITY HOSPITAL","34515 9TH AVENUE SOUTH","FEDERAL WAY","WA","98003","King","0.850916","0.873053","0.833834","0.858194","3 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.858303","0.864629","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.851023","0.870497","0 out of 10","3 out of 9","3 out of 10"
"500150","LEGACY SALMON CREEK MEDICAL CENTER","2211 NE 139TH STREET","VANCOUVER","WA","98686","Clark","0.850916","0.873053","0.825237","0.850615","0 out of 10","5 out of 9","5 out of 10","0.883421","0.907656","0.870035","0.862567","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.895675","0.893630","4 out of 10","0 out of 9","4 out of 10"
"500151","ST ANTHONY HOSPITAL","11567 CANTERWOOD BOULEVARD NW","GIG HARBOR","WA","98332","Pierce","0.850916","0.873053","0.844748","0.870873","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.864455","0.874680","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.901867","0.892348","4 out of 10","0 out of 9","4 out of 10"
"500152","SWEDISH ISSAQUAH","751 NE BLAKELY DR","ISSAQUAH","WA","98029","King","0.850916","0.873053","0.847394","0.852805","1 out of 10","Not Available","1 out of 10","0.883421","0.907656","0.886066","0.886382","2 out of 10","Not Available","2 out of 10","0.882860","0.907900","0.885978","0.890550","3 out of 10","Not Available","3 out of 10"
"510001","WEST VIRGINIA UNIVERSITY HOSPITALS","MEDICAL CENTER DRIVE","MORGANTOWN","WV","26506","Monongalia","0.850916","0.873053","0.820779","0.846824","0 out of 10","4 out of 9","4 out of 10","0.883421","0.907656","0.878638","0.891050","3 out of 10","4 out of 9","4 out of 10","0.882860","0.907900","0.880557","0.882172","0 out of 10","0 out of 9","0 out of 10"
"510002","GREENBRIER VALLEY MEDICAL CENTER","1320 MAPLEWOOD AVENUE","RONCEVERTE","WV","24970","Greenbrier","0.850916","0.873053","0.851033","0.859283","4 out of 10","3 out of 9","4 out of 10","0.883421","0.907656","0.887918","0.867725","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.889699","0.893137","4 out of 10","1 out of 9","4 out of 10"
"510006","UNITED HOSPITAL CENTER","327 MEDICAL PARK DRIVE","BRIDGEPORT","WV","26330","Harrison","0.850916","0.873053","0.840700","0.872960","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.883293","0.891588","4 out of 10","3 out of 9","4 out of 10","0.882860","0.907900","0.874509","0.906169","9 out of 10","9 out of 9","9 out of 10"
"510007","ST MARY'S MEDICAL CENTER","2900 1ST AVENUE","HUNTINGTON","WV","25702","Cabell","0.850916","0.873053","0.876202","0.878662","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.874320","0.898143","6 out of 10","7 out of 9","7 out of 10","0.882860","0.907900","0.870420","0.884912","1 out of 10","3 out of 9","3 out of 10"
"510008","BERKELEY MEDICAL CENTER","2500 HOSPITAL DRIVE","MARTINSBURG","WV","25401","Berkeley","0.850916","0.873053","0.836653","0.844053","0 out of 10","2 out of 9","2 out of 10","0.883421","0.907656","0.871424","0.870746","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.880686","0.893871","4 out of 10","4 out of 9","4 out of 10"
"510013","REYNOLDS MEMORIAL HOSPITAL","800 WHEELING AVE","GLEN DALE","WV","26038","Marshall","0.850916","0.873053","0.832780","0.865182","6 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.881774","0.868729","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.852386","0.899375","6 out of 10","8 out of 9","8 out of 10"
"510022","CHARLESTON AREA MEDICAL CENTER","501 MORRIS STREET","CHARLESTON","WV","25301","Kanawha","0.850916","0.873053","0.853235","0.870835","9 out of 10","8 out of 9","9 out of 10","0.883421","0.907656","0.907740","0.895872","5 out of 10","0 out of 9","5 out of 10","0.882860","0.907900","0.887996","0.891868","4 out of 10","1 out of 9","4 out of 10"
"510023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","WEIRTON","WV","26062","Hancock","0.850916","0.873053","0.839932","0.856169","3 out of 10","4 out of 9","4 out of 10","0.883421","0.907656","0.899707","0.898555","6 out of 10","0 out of 9","6 out of 10","0.882860","0.907900","0.912621","0.904991","8 out of 10","0 out of 9","8 out of 10"
"510024","MONONGALIA COUNTY GENERAL HOSPITAL","1200 JD ANDERSON DR","MORGANTOWN","WV","26505","Monongalia","0.850916","0.873053","0.867351","0.875298","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.886478","0.876021","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.888513","0.907419","9 out of 10","9 out of 9","9 out of 10"
"510029","THOMAS MEMORIAL HOSPITAL","4605 MACCORKLE AVENUE SW","SOUTH CHARLESTON","WV","25309","Kanawha","0.850916","0.873053","0.843942","0.875199","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.869061","0.901480","7 out of 10","8 out of 9","8 out of 10","0.882860","0.907900","0.845046","0.918781","10 out of 10","9 out of 9","10 out of 10"
"510030","DAVIS MEDICAL CENTER","812 GORMAN AVENUE","ELKINS","WV","26241","Randolph","0.850916","0.873053","0.856800","0.868060","7 out of 10","6 out of 9","7 out of 10","0.883421","0.907656","0.901414","0.888969","3 out of 10","0 out of 9","3 out of 10","0.882860","0.907900","0.870009","0.888849","3 out of 10","4 out of 9","4 out of 10"
"510038","STONEWALL JACKSON MEMORIAL HOSPITAL","230 HOSPITAL PLAZA","WESTON","WV","26452","Lewis","0.850916","0.873053","0.841577","0.855657","2 out of 10","4 out of 9","4 out of 10","0.883421","0.907656","0.883340","0.877564","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.871516","0.883190","1 out of 10","3 out of 9","3 out of 10"
"510039","OHIO VALLEY MEDICAL CENTER","2000 EOFF STREET","WHEELING","WV","26003","Ohio","0.850916","0.873053","0.850649","0.856650","3 out of 10","2 out of 9","3 out of 10","0.883421","0.907656","0.867974","0.876849","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.904654","0.889883","3 out of 10","0 out of 9","3 out of 10"
"510046","PRINCETON COMMUNITY HOSPITAL","122 12TH STREET","PRINCETON","WV","24740","Mercer","0.850916","0.873053","0.840563","0.846203","0 out of 10","1 out of 9","1 out of 10","0.883421","0.907656","0.885694","0.885499","1 out of 10","0 out of 9","1 out of 10","0.882860","0.907900","0.895231","0.885849","2 out of 10","0 out of 9","2 out of 10"
"510047","FAIRMONT REGIONAL MEDICAL CENTER","1325 LOCUST AVENUE","FAIRMONT","WV","26554","Marion","0.850916","0.873053","0.860195","0.872613","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.905754","0.886226","2 out of 10","0 out of 9","2 out of 10","0.882860","0.907900","0.903561","0.911536","10 out of 10","9 out of 9","10 out of 10"
"510048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DRIVE","LOGAN","WV","25601","Logan","0.850916","0.873053","0.854000","0.872229","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.900080","0.911530","10 out of 10","9 out of 9","10 out of 10","0.882860","0.907900","0.898402","0.893767","4 out of 10","0 out of 9","4 out of 10"
"510050","WHEELING HOSPITAL","1 MEDICAL PARK","WHEELING","WV","26003","Ohio","0.850916","0.873053","0.837402","0.858472","4 out of 10","5 out of 9","5 out of 10","0.883421","0.907656","0.873195","0.861985","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.843408","0.860278","0 out of 10","2 out of 9","2 out of 10"
"510055","CABELL HUNTINGTON HOSPITAL INC","1340 HAL GREER BOULEVARD","HUNTINGTON","WV","25701","Cabell","0.850916","0.873053","0.837483","0.847631","0 out of 10","2 out of 9","2 out of 10","0.883421","0.907656","0.860396","0.873932","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.874757","0.885967","2 out of 10","3 out of 9","3 out of 10"
"510058","CAMDEN CLARK MEDICAL CENTER","800 GARFIELD AVE","PARKERSBURG","WV","26101","Wood","0.850916","0.873053","0.864017","0.882028","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.881824","0.881571","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.864242","0.880254","0 out of 10","3 out of 9","3 out of 10"
"510062","BECKLEY ARH HOSPITAL","306 STANAFORD ROAD","BECKLEY","WV","25801","Raleigh","0.850916","0.873053","0.855191","0.878435","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.878294","0.898452","6 out of 10","6 out of 9","6 out of 10","0.882860","0.907900","0.872118","0.904641","8 out of 10","9 out of 9","9 out of 10"
"510070","RALEIGH GENERAL HOSPITAL","1710 HARPER ROAD","BECKLEY","WV","25801","Raleigh","0.850916","0.873053","0.864780","0.872949","9 out of 10","9 out of 9","9 out of 10","0.883421","0.907656","0.873699","0.892795","4 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.880348","0.893783","4 out of 10","4 out of 9","4 out of 10"
"510071","BLUEFIELD REGIONAL MEDICAL CENTER","500 CHERRY ST","BLUEFIELD","WV","24701","Mercer","0.850916","0.873053","0.838340","0.869059","8 out of 10","8 out of 9","8 out of 10","0.883421","0.907656","0.891905","0.856791","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.899011","0.874704","0 out of 10","0 out of 9","0 out of 10"
"510077","WILLIAMSON MEMORIAL HOSPITAL","859 ALDERSON STREET","WILLIAMSON","WV","25661","Mingo","0.850916","0.873053","0.850532","0.865767","Not Available","Not Available","Not Available","0.883421","0.907656","0.868657","0.888635","2 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.884608","0.887024","2 out of 10","1 out of 9","2 out of 10"
"510082","SUMMERSVILLE REGIONAL MEDICAL CENTER","400 FAIRVIEW HEIGHTS ROAD","SUMMERSVILLE","WV","26651","Nicholas","0.850916","0.873053","0.843689","0.856945","Not Available","Not Available","Not Available","0.883421","0.907656","0.887423","0.883474","1 out of 10","0 out of 9","1 out of 10","0.882860","0.907900","0.887331","0.879629","0 out of 10","0 out of 9","0 out of 10"
"510086","WELCH COMMUNITY HOSPITAL","454 MCDOWELL STREET","WELCH","WV","24801","McDowell","0.850916","0.873053","0.850198","0.863300","Not Available","Not Available","Not Available","0.883421","0.907656","0.868199","0.884397","Not Available","Not Available","Not Available","0.882860","0.907900","0.855192","0.893035","4 out of 10","7 out of 9","7 out of 10"
"520002","MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT","900 ILLINOIS AVE","STEVENS POINT","WI","54481","Portage","0.850916","0.873053","0.843855","0.859596","4 out of 10","5 out of 9","5 out of 10","0.883421","0.907656","0.876107","0.892974","4 out of 10","5 out of 9","5 out of 10","0.882860","0.907900","0.885593","0.903155","8 out of 10","7 out of 9","8 out of 10"
"520004","MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR","700 WEST AVENUE SOUTH","LA CROSSE","WI","54601","La Crosse","0.850916","0.873053","0.840488","0.854049","2 out of 10","4 out of 9","4 out of 10","0.883421","0.907656","0.859272","0.879659","0 out of 10","4 out of 9","4 out of 10","0.882860","0.907900","0.887450","0.874651","0 out of 10","0 out of 9","0 out of 10"
"520008","WAUKESHA MEMORIAL HOSPITAL","725 AMERICAN AVE","WAUKESHA","WI","53188","Waukesha","0.850916","0.873053","0.843549","0.851629","1 out of 10","2 out of 9","2 out of 10","0.883421","0.907656","0.901125","0.867484","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.910311","0.894570","5 out of 10","0 out of 9","5 out of 10"
"520009","ST ELIZABETH HOSPITAL","1506 S ONEIDA ST","APPLETON","WI","54915","Outagamie","0.850916","0.873053","0.827716","0.858180","3 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.887471","0.878627","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.863598","0.890882","3 out of 10","6 out of 9","6 out of 10"
"520011","LAKEVIEW MEDICAL CENTER","1700 WEST STOUT STREET","RICE LAKE","WI","54868","Barron","0.850916","0.873053","0.843811","0.873186","10 out of 10","Not Available","10 out of 10","0.883421","0.907656","0.875651","0.886191","2 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.885214","0.871503","0 out of 10","0 out of 9","0 out of 10"
"520013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","EAU CLAIRE","WI","54701","Eau Claire","0.850916","0.873053","0.848939","0.890495","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.879081","0.884225","1 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.877994","0.888672","3 out of 10","3 out of 9","3 out of 10"
"520017","ST JOSEPHS HOSPITAL","2661 COUNTY HWY I","CHIPPEWA FALLS","WI","54729","Chippewa","0.850916","0.873053","0.855267","0.851944","Not Available","Not Available","Not Available","0.883421","0.907656","0.888835","0.873072","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.892065","0.902035","7 out of 10","6 out of 9","7 out of 10"
"520019","MINISTRY SAINT MARYS HOSPITAL","2251 NORTH SHORE DR","RHINELANDER","WI","54501","Oneida","0.850916","0.873053","0.828649","0.869247","8 out of 10","Not Available","8 out of 10","0.883421","0.907656","0.874184","0.854714","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.883710","0.900446","7 out of 10","6 out of 9","7 out of 10"
"520021","UNITED HOSPITAL SYSTEM","6308 EIGHTH AVE","KENOSHA","WI","53143","Kenosha","0.850916","0.873053","0.839896","0.848877","0 out of 10","2 out of 9","2 out of 10","0.883421","0.907656","0.880016","0.861222","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.876549","0.889394","3 out of 10","4 out of 9","4 out of 10"
"520027","COLUMBIA ST MARYS HOSPITAL OZAUKEE","13111 N PORT WASHINGTON RD","MEQUON","WI","53097","Ozaukee","0.850916","0.873053","0.850770","0.858357","4 out of 10","3 out of 9","4 out of 10","0.883421","0.907656","0.861153","0.871486","0 out of 10","2 out of 9","2 out of 10","0.882860","0.907900","0.864983","0.901140","7 out of 10","8 out of 9","8 out of 10"
"520028","THE MONROE CLINIC","2005 5TH STREET","MONROE","WI","53566","Green","0.850916","0.873053","0.847564","0.867911","7 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.889281","0.875672","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.885181","0.881012","0 out of 10","0 out of 9","0 out of 10"
"520030","ASPIRUS WAUSAU HOSPITAL","333 PINE RIDGE BLVD","WAUSAU","WI","54401","Marathon","0.850916","0.873053","0.859467","0.870107","8 out of 10","7 out of 9","8 out of 10","0.883421","0.907656","0.866934","0.880851","0 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.858958","0.902924","8 out of 10","8 out of 9","8 out of 10"
"520033","ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC","410 DEWEY ST","WISCONSIN RAPIDS","WI","54495","Wood","0.850916","0.873053","0.831650","0.865960","Not Available","Not Available","Not Available","0.883421","0.907656","0.844913","0.831691","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.880030","0.852734","0 out of 10","0 out of 9","0 out of 10"
"520034","AURORA MEDICAL CTR MANITOWOC COUNTY","5000 MEMORIAL DRIVE","TWO RIVERS","WI","54241","Manitowoc","0.850916","0.873053","0.849959","0.865603","6 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.855055","0.878402","0 out of 10","4 out of 9","4 out of 10","0.882860","0.907900","0.897953","0.892077","4 out of 10","0 out of 9","4 out of 10"
"520035","AURORA SHEBOYGAN MEMORIAL MEDICAL CTR","2629 N 7TH ST","SHEBOYGAN","WI","53083","Sheboygan","0.850916","0.873053","0.846524","0.876823","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.875947","0.879250","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.861160","0.890258","3 out of 10","6 out of 9","6 out of 10"
"520037","MARSHFIELD MEDICAL CENTER","611 ST JOSEPH AVE","MARSHFIELD","WI","54449","Wood","0.850916","0.873053","0.844126","0.865053","6 out of 10","7 out of 9","7 out of 10","0.883421","0.907656","0.877229","0.879880","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.863340","0.906394","9 out of 10","9 out of 9","9 out of 10"
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","1032 E SUMNER ST","HARTFORD","WI","53027","Washington","0.850916","0.873053","0.868271","0.861705","5 out of 10","0 out of 9","5 out of 10","0.883421","0.907656","0.856510","0.880524","0 out of 10","4 out of 9","4 out of 10","0.882860","0.907900","0.885182","0.897245","6 out of 10","5 out of 9","6 out of 10"
"520041","DIVINE SAVIOR HEALTHCARE","2817 NEW PINERY ROAD","PORTAGE","WI","53901","Columbia","0.850916","0.873053","0.851232","0.865878","Not Available","Not Available","Not Available","0.883421","0.907656","0.871754","0.855197","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.857774","0.858293","0 out of 10","0 out of 9","0 out of 10"
"520044","ST NICHOLAS HOSPITAL","3100 SUPERIOR AVE","SHEBOYGAN","WI","53081","Sheboygan","0.850916","0.873053","0.839190","0.863650","Not Available","Not Available","Not Available","0.883421","0.907656","0.847929","0.867658","0 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.869535","0.889274","3 out of 10","5 out of 9","5 out of 10"
"520045","THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC","130 2ND ST","NEENAH","WI","54956","Winnebago","0.850916","0.873053","0.841395","0.863017","5 out of 10","6 out of 9","6 out of 10","0.883421","0.907656","0.845752","0.850743","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.881882","0.888325","2 out of 10","2 out of 9","2 out of 10"
"520048","MERCY MEDICAL CENTER OF OSHKOSH","500 S OAKWOOD RD","OSHKOSH","WI","54904","Winnebago","0.850916","0.873053","0.845304","0.876124","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.875967","0.873437","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.891161","0.884621","1 out of 10","0 out of 9","1 out of 10"
"520049","BELLIN MEMORIAL HOSPITAL","744 S WEBSTER AVE","GREEN BAY","WI","54305","Brown","0.850916","0.873053","0.866035","0.891898","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.869662","0.883396","0 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.913924","0.887320","2 out of 10","0 out of 9","2 out of 10"
"520051","COLUMBIA ST MARYS HOSPITAL MILWAUKEE","2323 N LAKE DR","MILWAUKEE","WI","53211","Milwaukee","0.850916","0.873053","0.859539","0.858936","4 out of 10","0 out of 9","4 out of 10","0.883421","0.907656","0.874003","0.865695","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.869641","0.913636","10 out of 10","9 out of 9","10 out of 10"
"520057","SSM HEALTH ST CLARE HOSPITAL - BARABOO","707 14TH ST","BARABOO","WI","53913","Sauk","0.850916","0.873053","0.849713","0.863367","Not Available","Not Available","Not Available","0.883421","0.907656","0.873395","0.885227","1 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.875302","0.884553","1 out of 10","2 out of 9","2 out of 10"
"520059","AURORA MEMORIAL HOSPITAL BURLINGTON","252 MCHENRY ST","BURLINGTON","WI","53105","Racine","0.850916","0.873053","0.859678","0.873152","10 out of 10","9 out of 9","10 out of 10","0.883421","0.907656","0.869515","0.881648","0 out of 10","3 out of 9","3 out of 10","0.882860","0.907900","0.888968","0.892365","4 out of 10","1 out of 9","4 out of 10"
"520062","OCONOMOWOC MEMORIAL HOSPITAL","791 E SUMMIT AVE","OCONOMOWOC","WI","53066","Waukesha","0.850916","0.873053","0.857494","0.862798","5 out of 10","3 out of 9","5 out of 10","0.883421","0.907656","0.866295","0.842989","0 out of 10","0 out of 9","0 out of 10","0.882860","0.907900","0.877967","0.877644","0 out of 10","0 out of 9","0 out of 10"
"520063","ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND","3200 PLEASANT VALLEY ROAD","WEST BEND","WI","53095","Washington","0.850916","0.873053","0.856491","0.866484","7 out of 10","6 out of 9","7 out of 10","0.883421","0.907656","0.877816","0.881946","0 out of 10","1 out of 9","1 out of 10","0.882860","0.907900","0.867843","0.919618","10 out of 10","9 out of 9","10 out of 10"
