"Provider_Number","Hospital_Name","Address","City","State","ZIP_Code","County_Name","FUH_Measure_Description","FUH-30_%","FUH-30_Numerator","FUH-30_Denominator","FUH-30_Footnote","FUH-7_%","FUH-7_Numerator","FUH-7_Denominator","FUH-7_Footnote","FUH_Measure_Start_Date","FUH_Measure_End_Date"
"364011","NORTHCOAST BEHAVIORAL HEALTHCARE NORTHFIELD CAMPUS","1756 SAGAMORE ROAD","NORTHFIELD","OH","44067","Summit","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.49","52","103","","22.33","23","103","","07/01/2015","06/30/2016"
"364014","NORTHWEST OHIO PSYCHIATRIC HOSPITAL","930 SOUTH DETROIT AVENUE","TOLEDO","OH","43614","Lucas","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","58.82","40","68","","17.65","12","68","","07/01/2015","06/30/2016"
"364015","APPALACHIAN BEHAVIORAL HEALTH CARE","100 HOSPITAL DRIVE","ATHENS","OH","45701","Athens","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","70.10","68","97","","27.84","27","97","","07/01/2015","06/30/2016"
"364027","CAMBRIDGE BEHAVIORAL HOSPITAL","66755 STATE STREET","CAMBRIDGE","OH","43725","Guernsey","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","44.98","215","478","","24.69","118","478","","07/01/2015","06/30/2016"
"364029","WINDSOR LAURELWOOD CENTER FOR BEHAVORIAL MEDICINE","35900 EUCLID AVENUE","WILLOUGHBY","OH","44094","Lake","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","58.52","268","458","","32.10","147","458","","07/01/2015","06/30/2016"
"364031","HEARTLAND BEHAVIORAL HEALTHCARE","3000 ERIE SOUTH","MASSILLON","OH","44646","Stark","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","66.67","64","96","","44.79","43","96","","07/01/2015","06/30/2016"
"364035","SUMMIT BEHAVIORAL HEALTHCARE","1101 SUMMIT ROAD","CINCINNATI","OH","45237","Hamilton","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","26.80","26","97","","17.53","17","97","","07/01/2015","06/30/2016"
"364036","ARROWHEAD BEHAVIORAL HEALTH","1725 TIMBER LINE ROAD","MAUMEE","OH","43537","Lucas","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","59.09","26","44","","36.36","16","44","","07/01/2015","06/30/2016"
"364038","BELMONT PINES HOSPITAL","615 CHURCHILL-HUBBARD RD","YOUNGSTOWN","OH","44505","Mahoning","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"364040","MENTAL HEALTH SERVICES FOR CLARK AND MADISON COS","474 NORTH YELLOW SPRINGS STREET","SPRINGFIELD","OH","45504","Clark","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","42.42","28","66","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"364041","OHIO HOSPITAL FOR PSYCHIATRY","880 GREENLAWN AVENUE","COLUMBUS","OH","43223","Franklin","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","62.80","319","508","","51.18","260","508","","07/01/2015","06/30/2016"
"364042","TEN LAKES CENTER, LLC","819 NORTH FIRST STREET, 3RD FLOOR","DENNISON","OH","44621","Tuscarawas","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","67.74","21","31","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"364044","LINDNER CENTER OF HOPE","4075 OLD WESTERN ROW ROAD","MASON","OH","45040","Warren","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","72.45","71","98","","48.98","48","98","","07/01/2015","06/30/2016"
"364045","SEQUEL POMEGRANATE HEALTH SYSTEMS LLC","765 PIERCE DRIVE","COLUMBUS","OH","43223","Franklin","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"364047","RIDGEVIEW BEHAVIORAL HOSPITAL","17872 LINCOLN HIGHWAY","MIDDLE POINT","OH","45863","Van Wert","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","43.29","255","589","","23.43","138","589","","07/01/2015","06/30/2016"
"364048","HAVEN BEHAVIORAL HOSPITAL OF DAYTON","ONE ELIZABETH PLACE, E3 SUITE A","DAYTON","OH","45417","Montgomery","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"364049","DUBLIN SPRINGS","7625 HOSPITAL DRIVE","DUBLIN","OH","43016","Franklin","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","70.97","286","403","","57.32","231","403","","07/01/2015","06/30/2016"
"364050","ACCESS HOSPITAL DAYTON, LLC","2611 WAYNE AVENUE","DAYTON","OH","45420","Montgomery","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","45.16","84","186","","24.73","46","186","","07/01/2015","06/30/2016"
"364051","BECKETT SPRINGS","8614 SHEPHERD FARM DRIVE","WEST CHESTER","OH","45069","Butler","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","41.91","57","136","","25.00","34","136","","07/01/2015","06/30/2016"
"364052","CLEAR VISTA HEALTH & WELLNESS","3364 KOLBE ROAD","LORAIN","OH","44053","Lorain","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","42.31","22","52","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"364053","HIGHLAND SPRINGS","4199 MILL POND DRIVE","BEACHWOOD","OH","44122","Cuyahoga","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","58.70","54","92","","33.70","31","92","","07/01/2015","06/30/2016"
"364054","GENERATIONS BEHAVIORAL HEALTH - GENEVA","60 WEST STREET","GENEVA","OH","44041","Ashtabula","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"364055","SOJOURN AT SENECA","50 ST. LAWRENCE DRIVE","TIFFIN","OH","44883","Seneca","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","07/01/2015","06/30/2016"
"364056","ASSURANCE HEALTH CINCINNATI LLC","11690 GROOMS ROAD","CINCINNATI","OH","45242","Hamilton","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"370004","INTEGRIS MIAMI HOSPITAL","200 SECOND AVENUE SW","MIAMI","OK","74354","Ottawa","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","66.67","12","18","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"370008","NORMAN REGIONAL HEALTH SYSTEM","901 NORTH PORTER","NORMAN","OK","73070","Cleveland","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.14","56","98","","28.57","28","98","","07/01/2015","06/30/2016"
"370016","INTEGRIS BASS BAPTIST HEALTH CENTER","600 SOUTH MONROE","ENID","OK","73701","Garfield","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"370018","JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC","3500 EAST FRANK PHILLIPS BOULEVARD","BARTLESVILLE","OK","74006","Washington","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"370019","GREAT PLAINS REGIONAL MEDICAL CENTER","1801 WEST 3RD STREET","ELK CITY","OK","73644","Beckham","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"370020","MERCY HOSPITAL ADA","430 NORTH MONTA VISTA","ADA","OK","74820","Pontotoc","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","74.29","52","70","","31.43","22","70","","07/01/2015","06/30/2016"
"370023","DUNCAN REGIONAL HOSPITAL, INC","1407 WHISENANT DRIVE","DUNCAN","OK","73533","Stephens","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"370025","SAINT FRANCIS HOSPITAL MUSKOGEE","300 ROCKEFELLER DRIVE","MUSKOGEE","OK","74401","Muskogee","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","41.36","67","162","","20.37","33","162","","07/01/2015","06/30/2016"
"370037","ST ANTHONY HOSPITAL","1000 N LEE AVENUE","OKLAHOMA CITY","OK","73102","Oklahoma","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","43.28","177","409","","22.74","93","409","","07/01/2015","06/30/2016"
"370039","HILLCREST HOSPITAL CLAREMORE","1202 N MUSKOGEE PLACE","CLAREMORE","OK","74017","Rogers","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"370047","MERCY HOSPITAL ARDMORE, INC","1011 14TH AVENUE NW","ARDMORE","OK","73401","Carter","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"370048","MCCURTAIN MEMORIAL HOSPITAL","1301 LINCOLN ROAD","IDABEL","OK","74745","McCurtain","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","96.55","28","29","","96.55","28","29","","07/01/2015","06/30/2016"
"370056","COMANCHE COUNTY MEMORIAL HOSPITAL","3401 WEST GORE BLVD","LAWTON","OK","73505","Comanche","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","75.00","18","24","","54.17","13","24","","07/01/2015","06/30/2016"
"370057","MUSCOGEE (CREEK) NATION MEDICAL CENTER","1401 MORRIS DRIVE","OKMULGEE","OK","74447","Okmulgee","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"370089","NORTHEASTERN HEALTH SYSTEM","1400 EAST DOWNING STREET","TAHLEQUAH","OK","74465","Cherokee","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"370093","OU MEDICAL CENTER","700 NE 13TH","OKLAHOMA CITY","OK","73104","Oklahoma","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.45","27","47","","25.53","12","47","","07/01/2015","06/30/2016"
"370094","ALLIANCEHEALTH MIDWEST","2825 PARKLAWN DRIVE","MIDWEST CITY","OK","73110","Oklahoma","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","46.09","59","128","","22.66","29","128","","07/01/2015","06/30/2016"
"370097","SOUTHWESTERN MEDICAL CENTER","5602 SOUTHWEST LEE BOULEVARD","LAWTON","OK","73505","Comanche","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"370099","HILLCREST HOSPITAL CUSHING","1027 EAST CHERRY STREET P.O. BOX 1409","CUSHING","OK","74023","Payne","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"370178","MEMORIAL HOSPITAL","1401 WEST LOCUST P.O. BOX 272","STILWELL","OK","74960","Adair","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"370183","HILLCREST HOSPITAL HENRYETTA","2401 WEST MAIN","HENRYETTA","OK","74437","Okmulgee","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"370237","SAINT FRANCIS HOSPITAL VINITA","735 NORTH FOREMAN STREET","VINITA","OK","74301","Craig","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"371337","EASTERN OKLAHOMA MEDICAL CENTER","105 WALL STREET","POTEAU","OK","74953","Leflore","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"374000","GRIFFIN MEMORIAL HOSPITAL","900 EAST MAIN STREET","NORMAN","OK","73070","Cleveland","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","49.06","52","106","","18.87","20","106","","07/01/2015","06/30/2016"
"374001","NORTHWEST CENTER FOR BEHAVIORAL HEALTH (NCBH)","1 MILE EAST US HIGHWAY 270","FORT SUPPLY","OK","73841","Woodward","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","44.74","17","38","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"374006","CARL ALBERT COMMUNITY MENTAL HEALTH CENTER","1101 EAST MONROE","MCALESTER","OK","74501","Pittsburg","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","31.15","19","61","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"374008","JIM TALIAFERRO COMM MENTAL HEALTH CTR","602 SOUTHWEST 38TH STREET","LAWTON","OK","73505","Comanche","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","48.78","20","41","","29.27","12","41","","07/01/2015","06/30/2016"
"374012","BROOKHAVEN HOSPITAL, INC","201 SOUTH GARNETT ROAD","TULSA","OK","74128","Tulsa","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","56.73","59","104","","23.08","24","104","","07/01/2015","06/30/2016"
"374016","ROLLING HILLS HOSPITAL, LLC","1000 ROLLING HILLS LANE","ADA","OK","74820","Pontotoc","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","39.58","38","96","","12.50","12","96","","07/01/2015","06/30/2016"
"374020","LAUREATE PSYCHIATRIC CLINIC AND HOSPITAL, INC","6655 SOUTH YALE AVENUE","TULSA","OK","74136","Tulsa","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","58.28","176","302","","38.41","116","302","","07/01/2015","06/30/2016"
"374021","PARKSIDE, INC","1619 EAST 13TH STREET","TULSA","OK","74120","Tulsa","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","47.56","39","82","","28.05","23","82","","07/01/2015","06/30/2016"
"374023","CEDAR RIDGE","6501 NORTHEAST 50TH STREET","OKLAHOMA CITY","OK","73141","Oklahoma","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","38.39","86","224","","16.52","37","224","","07/01/2015","06/30/2016"
"374024","SHADOW MOUNTAIN BEHAVIORAL HEALTH SYSTEM","6262 SOUTH SHERIDAN ROAD","TULSA","OK","74133","Tulsa","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","52.33","45","86","","20.93","18","86","","07/01/2015","06/30/2016"
"380007","LEGACY EMANUEL MEDICAL CENTER","2801 N GANTENBEIN AVENUE","PORTLAND","OR","97227","Multnomah","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"380014","GOOD SAMARITAN REGIONAL MEDICAL CENTER","3600 NW SAMARITAN DRIVE PO BOX 1068","CORVALLIS","OR","97339","Benton","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","71.43","35","49","","42.86","21","49","","07/01/2015","06/30/2016"
"380018","ASANTE ROGUE REGIONAL MEDICAL CENTER","2825 BARNETT ROAD","MEDFORD","OR","97504","Jackson","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","42.39","39","92","","25.00","23","92","","07/01/2015","06/30/2016"
"380021","TUALITY COMMUNITY HOSPITAL","335 SE 8TH AVENUE","HILLSBORO","OR","97123","Washington","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"380033","SACRED HEART UNIVERSITY DISTRICT","1255 HILYARD STREET PO BOX 10905","EUGENE","OR","97401","Lane","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","56.30","67","119","","32.77","39","119","","07/01/2015","06/30/2016"
"380047","ST CHARLES MEDICAL CENTER - BEND","2500 NE NEFF ROAD","BEND","OR","97701","Deschutes","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","63.86","53","83","","44.58","37","83","","07/01/2015","06/30/2016"
"380051","SALEM HOSPITAL","890 OAK STREET","SALEM","OR","97301","Marion","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","42.65","29","68","","30.88","21","68","","07/01/2015","06/30/2016"
"380061","PROVIDENCE PORTLAND MEDICAL CENTER","4805 NE GLISAN","PORTLAND","OR","97213","Multnomah","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","42.62","26","61","","32.79","20","61","","07/01/2015","06/30/2016"
"380071","WILLAMETTE VALLEY MEDICAL CENTER","2700 SE STRATUS AVENUE","MCMINNVILLE","OR","97128","Yamhill","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","55.00","11","20","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"380082","PROVIDENCE MILWAUKIE HOSPITAL","10150 SE 32ND AVENUE","MILWAUKIE","OR","97222","Clackamas","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2015","06/30/2016"
"384008","OREGON STATE HOSPITAL DISTINCT PART","2600 CENTER STREET NE","SALEM","OR","97310","Marion","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"384012","CEDAR HILLS HOSPITAL","10300 SW EASTRIDGE STREET","PORTLAND","OR","97225","Washington","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.17","150","299","","31.77","95","299","","07/01/2015","06/30/2016"
"390001","GEISINGER-COMMUNITY MEDICAL CENTER","1822 MULBERRY STREET","SCRANTON","PA","18510","Lackawanna","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","64.34","83","129","","42.64","55","129","","07/01/2015","06/30/2016"
"390003","GEISINGER-BLOOMSBURG HOSPITAL","549 EAST FAIR STREET","BLOOMSBURG","PA","17815","Columbia","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","34.62","18","52","","25.00","13","52","","07/01/2015","06/30/2016"
"390004","HOLY SPIRIT HOSPITAL","503 NORTH 21ST STREET","CAMP HILL","PA","17011","Cumberland","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","36.84","28","76","","14.47","11","76","","07/01/2015","06/30/2016"
"390006","GEISINGER MEDICAL CENTER","100 NORTH ACADEMY AVENUE","DANVILLE","PA","17822","Montour","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","51.28","60","117","","27.35","32","117","","07/01/2015","06/30/2016"
"390008","ELLWOOD CITY HOSPITAL","724 PERSHING STREET","ELLWOOD CITY","PA","16117","Lawrence","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"390009","SAINT VINCENT HOSPITAL","232 WEST 25TH STREET","ERIE","PA","16544","Erie","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","43.33","13","30","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"390026","CHESTNUT HILL HOSPITAL","8835 GERMANTOWN AVE","PHILADELPHIA","PA","19118","Philadelphia","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"390027","TEMPLE UNIVERSITY HOSPITAL","3401 NORTH BROAD STREET","PHILADELPHIA","PA","19140","Philadelphia","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","25.13","50","199","","14.07","28","199","","07/01/2015","06/30/2016"
"390031","LEHIGH VALLEY HOSPITAL-SCHUYLKILL E. NORWEGIAN STR","700 EAST NORWEGIAN STREET","POTTSVILLE","PA","17901","Schuylkill","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.00","17","34","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"390032","ALLEGHENY VALLEY HOSPITAL","1301 CARLISLE ST","NATRONA","PA","15065","Allegheny","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","53.45","31","58","","27.59","16","58","","07/01/2015","06/30/2016"
"390036","HERITAGE VALLEY BEAVER","1000 DUTCH RIDGE ROAD","BEAVER","PA","15009","Beaver","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","57.14","36","63","","39.68","25","63","","07/01/2015","06/30/2016"
"390037","HERITAGE VALLEY SEWICKLEY","720 BLACKBURN ROAD","SEWICKLEY","PA","15143","Allegheny","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","78.38","29","37","","43.24","16","37","","07/01/2015","06/30/2016"
"390039","SOMERSET HOSPITAL","225 SOUTH CENTER AVENUE","SOMERSET","PA","15501","Somerset","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.85","30","59","","25.42","15","59","","07/01/2015","06/30/2016"
"390042","WASHINGTON HOSPITAL, THE","155 WILSON AVENUE","WASHINGTON","PA","15301","Washington","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","47.76","32","67","","25.37","17","67","","07/01/2015","06/30/2016"
"390044","READING HOSPITAL","420 SOUTH 5TH AVE","WEST READING","PA","19611","Berks","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","67.94","89","131","","45.80","60","131","","07/01/2015","06/30/2016"
"390046","YORK HOSPITAL","1001 SOUTH GEORGE STREET","YORK","PA","17403","York","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","52.50","126","240","","27.08","65","240","","07/01/2015","06/30/2016"
"390048","GEISINGER-LEWISTOWN HOSPITAL","400 HIGHLAND AVENUE","LEWISTOWN","PA","17044","Mifflin","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","58.75","47","80","","31.25","25","80","","07/01/2015","06/30/2016"
"390049","ST LUKE'S HOSPITAL BETHLEHEM","801 OSTRUM STREET","BETHLEHEM","PA","18015","Northampton","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","46.78","80","171","","23.39","40","171","","07/01/2015","06/30/2016"
"390052","CLEARFIELD HOSPITAL","809 TURNPIKE AVE","CLEARFIELD","PA","16830","Clearfield","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","75.00","15","20","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"390056","J C BLAIR MEMORIAL HOSPITAL","1225 WARM SPRINGS AVE","HUNTINGDON","PA","16652","Huntingdon","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","70.59","36","51","","50.98","26","51","","07/01/2015","06/30/2016"
"390061","LANCASTER REGIONAL MEDICAL CENTER","250 COLLEGE AVENUE","LANCASTER","PA","17604","Lancaster","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","41.94","13","31","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
"390070","LOWER BUCKS HOSPITAL","501 BATH ROAD","BRISTOL","PA","19007","Bucks","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","62.58","102","163","","39.88","65","163","","07/01/2015","06/30/2016"
"390072","BERWICK HOSPITAL CENTER","701 EAST 16TH STREET","BERWICK","PA","18603","Columbia","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","61.29","19","31","","Not Available","Not Available","Not Available","1","07/01/2015","06/30/2016"
