Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PSI-90 Achievement Threshold,PSI-90 Benchmark,PSI-90 Baseline Rate,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score,PC-01 Achievement Threshold,PC-01 Benchmark,PC-01 Baseline Rate,PC-01 Performance Rate,PC-01 Achievement Points,PC-01 Improvement Points,PC-01 Measure Score
"390228","ST CLAIR HOSPITAL","1000 BOWER HILL ROAD","PITTSBURGH","PA","15243","Allegheny","0.964542","0.709498","0.956459","0.814289","6 out of 10","5 out of 9","6 out of 10","0.369","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.906","0.000","0.660","0.383","6 out of 10","4 out of 9","6 out of 10","5 out of 10","0.824","0.000","1.435","0.663","2 out of 10","5 out of 9","5 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.557","0.711","1 out of 10","0 out of 9","1 out of 10","0.805","0.004","0.707","1.054","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.052632","0.000000","10 out of 10","9 out of 9","10 out of 10"
"390231","ABINGTON MEMORIAL HOSPITAL","1200 OLD YORK ROAD","ABINGTON","PA","19001","Montgomery","0.964542","0.709498","0.916345","0.734966","9 out of 10","8 out of 9","9 out of 10","0.369","0.000","0.461","0.861","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.579","1.042","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0.824","0.000","0.430","1.234","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","0.283","0.916","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","0.384","0.639","2 out of 10","0 out of 9","2 out of 10","0.805","0.004","0.838","0.519","4 out of 10","3 out of 9","4 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"390233","HANOVER HOSPITAL","300 HIGHLAND AVE","HANOVER","PA","17331","York","0.964542","0.709498","0.722765","0.588988","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","1.305","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10","0.824","0.000","0.665","0.000","10 out of 10","9 out of 9","10 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","0.871","0 out of 10","Not Available","0 out of 10","0.805","0.004","0.925","0.527","4 out of 10","4 out of 9","4 out of 10","0.020408","0.000000","0.022727","0.047619","0 out of 10","0 out of 9","0 out of 10"
"390236","GUTHRIE TOWANDA MEMORIAL HOSPITAL","91 HOSPITAL DRIVE","TOWANDA","PA","18848","Bradford","0.964542","0.709498","0.920957","0.625075","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","1.608","0.459","4 out of 10","7 out of 9","7 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"390237","REGIONAL HOSPITAL OF SCRANTON","746 JEFFERSON AVENUE","SCRANTON","PA","18501","Lackawanna","0.964542","0.709498","0.914940","0.601165","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.458","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.646","0.247","7 out of 10","6 out of 9","7 out of 10","10 out of 10","0.824","0.000","0.356","0.000","10 out of 10","9 out of 9","10 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.696","0.867","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.486","0.926","0 out of 10","3 out of 9","3 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"390256","MILTON S HERSHEY MEDICAL CENTER","500 UNIVERSITY DRIVE","HERSHEY","PA","17033","Dauphin","0.964542","0.709498","1.412305","0.597949","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.214","0.522","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.487","0.261","7 out of 10","4 out of 9","7 out of 10","4 out of 10","0.824","0.000","0.157","0.587","3 out of 10","0 out of 9","3 out of 10","0.710","0.000","0.525","0.000","10 out of 10","9 out of 9","10 out of 10","0.767","0.000","0.863","0.394","5 out of 10","5 out of 9","5 out of 10","0.805","0.004","0.801","0.706","2 out of 10","1 out of 9","2 out of 10","0.020408","0.000000","0.020270","0.000000","10 out of 10","9 out of 9","10 out of 10"
"390258","ST MARY MEDICAL CENTER","LANGHORNE-NEWTOWN RD","LANGHORNE","PA","19047","Bucks","0.964542","0.709498","0.686845","0.581295","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.685","0.844","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.563","0.800","2 out of 10","4 out of 9","4 out of 10","4 out of 10","0.824","0.000","1.317","0.884","0 out of 10","3 out of 9","3 out of 10","0.710","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.767","0.000","0.982","0.573","3 out of 10","4 out of 9","4 out of 10","0.805","0.004","1.379","0.937","0 out of 10","3 out of 9","3 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"390263","LEHIGH VALLEY HOSPITAL - MUHLENBERG","2545 SCHOENERSVILLE ROAD","BETHLEHEM","PA","18017","Northampton","0.964542","0.709498","1.197444","0.775080","7 out of 10","8 out of 9","8 out of 10","0.369","0.000","0.171","0.175","5 out of 10","0 out of 9","5 out of 10","0.906","0.000","0.863","0.912","0 out of 10","0 out of 9","0 out of 10","5 out of 10","0.824","0.000","0.482","0.246","7 out of 10","4 out of 9","7 out of 10","0.710","0.000","0.476","0.681","1 out of 10","0 out of 9","1 out of 10","0.767","0.000","0.596","0.000","10 out of 10","9 out of 9","10 out of 10","0.805","0.004","0.513","0.819","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"390265","JEFFERSON HOSPITAL","565 COAL VALLEY ROAD","JEFFERSON HILLS","PA","15025","Allegheny","0.964542","0.709498","0.772418","0.646139","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.254","3 out of 10","0 out of 9","3 out of 10","0.906","0.000","0.490","0.830","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0.824","0.000","1.362","1.549","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.377","1.022","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.641","0.812","0 out of 10","5 out of 9","5 out of 10","0.020408","0.000000","0.000000","0.023622","0 out of 10","Not Available","0 out of 10"
"390266","GROVE CITY MEDICAL CENTER","631 NORTH BROAD STREET EXT.","GROVE CITY","PA","16127","Mercer","0.964542","0.709498","1.022592","0.589759","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.506","0.244","7 out of 10","5 out of 9","7 out of 10","0.020408","0.000000","0.125000","Not Available","Not Available","Not Available","Not Available"
"390267","FORBES HOSPITAL","2570 HAYMAKER ROAD","MONROEVILLE","PA","15146","Allegheny","0.964542","0.709498","1.108617","0.530619","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.185","0.781","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.140","1.154","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0.824","0.000","1.259","0.903","0 out of 10","2 out of 9","2 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.728","0.000","10 out of 10","9 out of 9","10 out of 10","0.805","0.004","1.366","1.348","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.018182","0.026316","0 out of 10","0 out of 9","0 out of 10"
"390268","MOUNT NITTANY MEDICAL CENTER","1800 EAST PARK AVE","STATE COLLEGE","PA","16803","Centre","0.964542","0.709498","0.750030","0.580684","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.515","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.770","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0.824","0.000","0.265","0.854","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.427","0.400","5 out of 10","0 out of 9","5 out of 10","0.805","0.004","1.158","0.664","2 out of 10","4 out of 9","4 out of 10","0.020408","0.000000","0.019231","0.037037","0 out of 10","0 out of 9","0 out of 10"
"390270","GEISINGER WYOMING VALLEY MEDICAL CENTER","1000 EAST MOUNTAIN BOULEVARD","WILKES BARRE","PA","18711","Luzerne","0.964542","0.709498","1.277985","0.719327","9 out of 10","9 out of 9","9 out of 10","0.369","0.000","0.502","0.878","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.793","0.531","4 out of 10","7 out of 9","7 out of 10","7 out of 10","0.824","0.000","2.535","0.612","3 out of 10","7 out of 9","7 out of 10","0.710","0.000","7.722","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.556","0.000","10 out of 10","9 out of 9","10 out of 10","0.805","0.004","Not Available","1.077","0 out of 10","Not Available","0 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"390290","HAHNEMANN UNIVERSITY HOSPITAL","230 NORTH BROAD STREET","PHILADELPHIA","PA","19102","Philadelphia","0.964542","0.709498","1.403788","0.508292","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.081","0.292","2 out of 10","0 out of 9","2 out of 10","0.906","0.000","1.511","0.694","3 out of 10","5 out of 9","5 out of 10","2 out of 10","0.824","0.000","1.746","1.277","0 out of 10","2 out of 9","2 out of 10","0.710","0.000","0.654","0.532","3 out of 10","1 out of 9","3 out of 10","0.767","0.000","1.051","0.570","3 out of 10","4 out of 9","4 out of 10","0.805","0.004","1.445","0.742","1 out of 10","4 out of 9","4 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
"390304","ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVE","PHILADELPHIA","PA","19128","Philadelphia","0.964542","0.709498","0.853981","0.529639","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","1.285","1.251","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"390312","CANCER TREATMENT CENTERS OF AMERICA","1331 EAST WYOMING AVENUE","PHILADELPHIA","PA","19124","Philadelphia","0.964542","0.709498","0.948329","0.708585","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.906","0.000","1.263","0.741","2 out of 10","4 out of 9","4 out of 10","0 out of 10","0.824","0.000","2.338","2.425","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.514","0.156","8 out of 10","7 out of 9","8 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"390326","ST LUKE'S HOSPITAL - ANDERSON CAMPUS","1872 RIVERSIDE CIRCLE","EASTON","PA","18045","Northampton","0.964542","0.709498","1.006608","0.604110","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.906","0.000","1.512","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0.824","0.000","0.949","0.967","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.805","0.004","1.590","0.975","0 out of 10","3 out of 9","3 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"390328","UPMC EAST","2775 MOSSIDE BOULEVARD","MONROEVILLE","PA","15146","Allegheny","0.964542","0.709498","Not Available","0.528035","10 out of 10","Not Available","10 out of 10","0.369","0.000","0.883","1.142","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.230","0.657","3 out of 10","4 out of 9","4 out of 10","0 out of 10","0.824","0.000","0.478","1.111","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.479","3.090","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.968","0.868","0 out of 10","1 out of 9","1 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"390329","EINSTEIN MEDICAL CENTER MONTGOMERY","559 WEST GERMANTOWN PIKE","EAST NORRITON","PA","19403","Montgomery","0.964542","0.709498","Not Available","0.618300","10 out of 10","Not Available","10 out of 10","0.369","0.000","0.884","0.542","0 out of 10","3 out of 9","3 out of 10","0.906","0.000","1.354","2.336","0 out of 10","0 out of 9","0 out of 10","Not Available","0.824","0.000","0.825","Not Available","Not Available","Not Available","Not Available","0.710","0.000","1.842","Not Available","Not Available","Not Available","Not Available","0.767","0.000","3.478","1.040","0 out of 10","7 out of 9","7 out of 10","0.805","0.004","0.888","1.486","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.098361","0.000000","10 out of 10","9 out of 9","10 out of 10"
"410001","MEMORIAL HOSPITAL OF RHODE ISLAND","111 BREWSTER STREET","PAWTUCKET","RI","02860","Providence","0.964542","0.709498","1.159044","0.564536","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.506","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.298","0.000","10 out of 10","9 out of 9","10 out of 10","Not Available","0.824","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.724","Not Available","Not Available","Not Available","Not Available","0.805","0.004","1.034","0.683","2 out of 10","3 out of 9","3 out of 10","0.020408","0.000000","0.045455","0.000000","Not Available","Not Available","Not Available"
"410004","ROGER WILLIAMS MEDICAL CENTER","825 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","Providence","0.964542","0.709498","0.884227","0.635061","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","1.015","0.333","1 out of 10","6 out of 9","6 out of 10","0.906","0.000","2.910","0.740","2 out of 10","7 out of 9","7 out of 10","7 out of 10","0.824","0.000","1.633","0.377","5 out of 10","7 out of 9","7 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.956","1.006","0 out of 10","4 out of 9","4 out of 10","0.805","0.004","0.869","1.077","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"410005","OUR LADY OF FATIMA HOSPITAL","200 HIGH SERVICE AVENUE","NORTH PROVIDENCE","RI","02904","Providence","0.964542","0.709498","0.865538","0.522511","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.766","0.000","10 out of 10","9 out of 9","10 out of 10","0.906","0.000","0.565","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0.824","0.000","1.765","1.598","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.901","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.962","0.724","1 out of 10","2 out of 9","2 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"410006","NEWPORT HOSPITAL","FRIENDSHIP STREET","NEWPORT","RI","02840","Newport","0.964542","0.709498","1.284032","0.955964","1 out of 10","5 out of 9","5 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","1.386","0.899","1 out of 10","3 out of 9","3 out of 10","0 out of 10","0.824","0.000","Not Available","1.342","0 out of 10","Not Available","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.879","Not Available","Not Available","Not Available","Not Available","0.805","0.004","1.001","0.803","1 out of 10","1 out of 9","1 out of 10","0.020408","0.000000","0.084746","0.085106","0 out of 10","0 out of 9","0 out of 10"
"410007","RHODE ISLAND HOSPITAL","593 EDDY STREET","PROVIDENCE","RI","02903","Providence","0.964542","0.709498","1.275586","0.598699","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.394","0.569","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.226","0.542","4 out of 10","5 out of 9","5 out of 10","0 out of 10","0.824","0.000","0.477","1.155","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","1.828","0 out of 10","Not Available","0 out of 10","0.767","0.000","0.240","0.527","3 out of 10","0 out of 9","3 out of 10","0.805","0.004","0.838","1.103","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"410008","SOUTH COUNTY HOSPITAL INC","100 KENYON AVE","WAKEFIELD","RI","02879","Washington","0.964542","0.709498","0.887440","0.561502","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.906","0.000","2.072","0.000","10 out of 10","9 out of 9","10 out of 10","6 out of 10","0.824","0.000","1.881","0.639","3 out of 10","6 out of 9","6 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.701","0.575","3 out of 10","1 out of 9","3 out of 10","0.020408","0.000000","0.121212","0.000000","10 out of 10","9 out of 9","10 out of 10"
"410009","KENT COUNTY MEMORIAL HOSPITAL","455 TOLL GATE RD","WARWICK","RI","02886","Kent","0.964542","0.709498","0.885050","0.712525","9 out of 10","9 out of 9","9 out of 10","0.369","0.000","0.310","0.647","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","3.097","2.075","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0.824","0.000","1.501","1.919","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","1.212","0.000","10 out of 10","9 out of 9","10 out of 10","0.805","0.004","1.249","1.460","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.005650","0.031250","0 out of 10","0 out of 9","0 out of 10"
"410010","WOMEN & INFANTS HOSPITAL OF RHODE ISLAND","101 DUDLEY STREET","PROVIDENCE","RI","02905","Providence","0.964542","0.709498","0.998066","1.094208","0 out of 10","0 out of 9","0 out of 10","0.369","0.000","0.427","0.277","3 out of 10","3 out of 9","3 out of 10","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0 out of 10","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","1.005","1.002","0 out of 10","0 out of 9","0 out of 10","0.767","0.000","0.000","1.041","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.231","0.254","7 out of 10","0 out of 9","7 out of 10","0.020408","0.000000","0.038462","0.013699","3 out of 10","6 out of 9","6 out of 10"
"410011","LANDMARK MEDICAL CENTER","115 CASS AVENUE","WOONSOCKET","RI","02895","Providence","0.964542","0.709498","0.983809","0.543388","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.413","0.926","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.475","1.665","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.824","0.000","Not Available","0.902","0 out of 10","Not Available","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","2.262","0.980","0 out of 10","5 out of 9","5 out of 10","0.805","0.004","0.839","1.176","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.046512","0.025641","0 out of 10","4 out of 9","4 out of 10"
"410012","THE MIRIAM HOSPITAL","164 SUMMIT AVENUE","PROVIDENCE","RI","02906","Providence","0.964542","0.709498","1.035016","0.597784","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","1.032","0.693","0 out of 10","3 out of 9","3 out of 10","0.906","0.000","1.698","0.789","2 out of 10","5 out of 9","5 out of 10","5 out of 10","0.824","0.000","1.670","0.755","1 out of 10","5 out of 9","5 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.301","0.336","6 out of 10","0 out of 9","6 out of 10","0.805","0.004","1.604","1.246","0 out of 10","2 out of 9","2 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"410013","WESTERLY HOSPITAL","25 WELLS STREET","WESTERLY","RI","02891","Washington","0.964542","0.709498","1.123368","0.699433","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","0.824","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0.824","0.000","0.693","1.993","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.934","0.925","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","Not Available","Not Available","Not Available","Not Available","Not Available"
"420002","PIEDMONT MEDICAL CENTER","222 S HERLONG AVE","ROCK HILL","SC","29730","York","0.964542","0.709498","0.712880","0.682844","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.426","0.256","3 out of 10","3 out of 9","3 out of 10","0.906","0.000","0.355","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10","0.824","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.000","1.083","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","1.924","1.179","0 out of 10","3 out of 9","3 out of 10","0.020408","0.000000","0.000000","0.042553","0 out of 10","0 out of 9","0 out of 10"
"420004","MUSC MEDICAL CENTER","169 ASHLEY AVE","CHARLESTON","SC","29425","Charleston","0.964542","0.709498","1.171806","0.684239","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","0.319","0.514","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","1.719","0.745","2 out of 10","5 out of 9","5 out of 10","1 out of 10","0.824","0.000","1.078","1.354","0 out of 10","0 out of 9","0 out of 10","0.710","0.000","1.969","1.089","0 out of 10","4 out of 9","4 out of 10","0.767","0.000","0.991","0.779","0 out of 10","2 out of 9","2 out of 10","0.805","0.004","0.715","0.858","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.034483","0.011494","4 out of 10","6 out of 9","6 out of 10"
"420005","MCLEOD MEDICAL CENTER - DILLON","301 E JACKSON STREET PO BOX 1327","DILLON","SC","29536","Dillon","0.964542","0.709498","0.804104","0.590067","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.409","0.638","2 out of 10","0 out of 9","2 out of 10","0.020408","0.000000","0.075000","0.000000","10 out of 10","9 out of 9","10 out of 10"
"420007","SPARTANBURG MEDICAL CENTER","101 E WOOD ST","SPARTANBURG","SC","29303","Spartanburg","0.964542","0.709498","1.079274","0.763310","8 out of 10","8 out of 9","8 out of 10","0.369","0.000","0.818","0.218","4 out of 10","7 out of 9","7 out of 10","0.906","0.000","0.999","0.414","5 out of 10","5 out of 9","5 out of 10","4 out of 10","0.824","0.000","2.049","1.425","0 out of 10","3 out of 9","3 out of 10","0.710","0.000","1.533","0.540","3 out of 10","6 out of 9","6 out of 10","0.767","0.000","0.608","0.932","0 out of 10","0 out of 9","0 out of 10","0.805","0.004","0.641","0.719","1 out of 10","0 out of 9","1 out of 10","0.020408","0.000000","0.000000","0.015152","3 out of 10","0 out of 9","3 out of 10"
"420009","GHS OCONEE MEMORIAL  HOSPITAL","298 MEMORIAL DRIVE","SENECA","SC","29672","Oconee","0.964542","0.709498","0.967623","0.683680","10 out of 10","9 out of 9","10 out of 10","0.369","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.906","0.000","1.015","0.401","6 out of 10","6 out of 9","6 out of 10","4 out of 10","0.824","0.000","2.839","1.564","0 out of 10","4 out of 9","4 out of 10","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.833","0.723","1 out of 10","1 out of 9","1 out of 10","0.805","0.004","0.415","0.787","1 out of 10","0 out of 9","1 out of 10","0.020408","0.000000","0.035714","0.000000","10 out of 10","9 out of 9","10 out of 10"
"420010","CAROLINA PINES REGIONAL MEDICAL CENTER","1304 W BOBO NEWSOM HWY","HARTSVILLE","SC","29550","Darlington","0.964542","0.709498","1.050213","0.752210","8 out of 10","8 out of 9","8 out of 10","0.369","0.000","0.612","0.599","0 out of 10","0 out of 9","0 out of 10","0.906","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","0.824","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.710","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.767","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.805","0.004","0.754","1.204","0 out of 10","0 out of 9","0 out of 10","0.020408","0.000000","0.000000","0.000000","10 out of 10","0 out of 9","10 out of 10"
