Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,SUB-1_Measure_Description,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote, SUB-2/-2a_Measure_Description,SUB-2_%,SUB-2_Numerator,SUB-2_Denominator,SUB-2_Footnote ,SUB-2a_%,SUB-2a_Numerator,SUB-2a_Denominator,SUB-2a_Footnote , TOB-1_Measure_Description,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2a_Denominator,TOB-2a_Footnote,TOB-3/-3a_Measure_Description,TOB-3_%,TOB-3_Numerator,TOB-3_Denominator,TOB-3_Footnote,TOB-3a_%,TOB-3a_Numerator,TOB-3a_Denominator,TOB-3a_Footnote,PEoC_Measure_Description,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Measure_Description,EHR_Use_Response,EHR_Use_Footnote,HIE_Measure_Description,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH_Measure_Description,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_Measure_Description,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_Measure_Description,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
"364049","DUBLIN SPRINGS","7625 HOSPITAL DRIVE ","DUBLIN","OH","43016","Franklin","Hours of physical-restraint use","0.01","7.2","25539","","Hours of seclusion","0.00","2.92","25539","","Patients discharged on multiple antipsychotic medications with appropriate justification","92.86%","13","14","","Alcohol Use Screening","98.48%","584","593","","Alcohol Use Brief Intervention Provided or Offered","65.87%","110","167","","65.27%","109","167","","Tobacco Use Screening","99.67%","606","608","","Tobacco Use Treatment (during the hospital stay)","89.67%","217","242","","23.97%","58","242","","Tobacco Use Treatment Provided or Offered at Discharge","78.48%","186","237","","0.00%","0","237","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","88.03%","250","284","","Healthcare Personnel Influenza Vaccination","65%","181","280","","10/01/2016","03/31/2017"
"364050","ACCESS HOSPITAL DAYTON, LLC","2611 WAYNE AVENUE ","DAYTON","OH","45420","Montgomery","Hours of physical-restraint use","0.08","21.35","11450","","Hours of seclusion","0.00","0","11450","","Patients discharged on multiple antipsychotic medications with appropriate justification","53.16%","42","79","","Alcohol Use Screening","100.00%","744","744","","Alcohol Use Brief Intervention Provided or Offered","100.00%","13","13","","100.00%","13","13","","Tobacco Use Screening","100.00%","741","741","","Tobacco Use Treatment (during the hospital stay)","99.81%","528","529","","3.02%","16","529","","Tobacco Use Treatment Provided or Offered at Discharge","99.81%","528","529","","3.02%","16","529","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","99.01%","400","404","","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","5","10/01/2016","03/31/2017"
"364051","BECKETT SPRINGS","8614 SHEPHERD FARM DRIVE ","WEST CHESTER","OH","45069","Butler","Hours of physical-restraint use","0.03","14.9","23448","","Hours of seclusion","0.00","2.22","23448","","Patients discharged on multiple antipsychotic medications with appropriate justification","79.41%","27","34","","Alcohol Use Screening","100.00%","585","585","","Alcohol Use Brief Intervention Provided or Offered","73.28%","181","247","","71.66%","177","247","","Tobacco Use Screening","98.16%","587","598","","Tobacco Use Treatment (during the hospital stay)","85.51%","295","345","","17.39%","60","345","","Tobacco Use Treatment Provided or Offered at Discharge","62.57%","209","334","","0.00%","0","334","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","90.85%","278","306","","Healthcare Personnel Influenza Vaccination","52%","165","315","","10/01/2016","03/31/2017"
"364052","CLEAR VISTA HEALTH & WELLNESS","3364 KOLBE ROAD ","LORAIN","OH","44053","Lorain","Hours of physical-restraint use","0.00","0","9749","","Hours of seclusion","0.03","7","9749","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","100.00%","604","604","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","100.00%","604","604","","Tobacco Use Treatment (during the hospital stay)","100.00%","386","386","","100.00%","386","386","","Tobacco Use Treatment Provided or Offered at Discharge","100.00%","386","386","","0.00%","0","386","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","0.00%","0","216","","Healthcare Personnel Influenza Vaccination","94%","59","63","","10/01/2016","03/31/2017"
"364053","HIGHLAND SPRINGS","4199 MILL POND DRIVE ","BEACHWOOD","OH","44122","Cuyahoga","Hours of physical-restraint use","0.02","5.08","12702","","Hours of seclusion","0.04","13.18","12702","","Patients discharged on multiple antipsychotic medications with appropriate justification","92.00%","23","25","","Alcohol Use Screening","96.85%","492","508","","Alcohol Use Brief Intervention Provided or Offered","57.66%","79","137","","56.20%","77","137","","Tobacco Use Screening","95.87%","534","557","","Tobacco Use Treatment (during the hospital stay)","92.06%","255","277","","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","22.61%","59","261","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","77.56%","235","303","","Healthcare Personnel Influenza Vaccination","53%","121","230","","10/01/2016","03/31/2017"
"364054","GENERATIONS BEHAVIORAL HEALTH - GENEVA","60 WEST STREET ","GENEVA","OH","44041","Ashtabula","Hours of physical-restraint use","0.00","0","3790","","Hours of seclusion","0.00","0","3790","","Patients discharged on multiple antipsychotic medications with appropriate justification","76.32%","29","38","","Alcohol Use Screening","96.43%","216","224","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Screening","99.56%","226","227","","Tobacco Use Treatment (during the hospital stay)","89.19%","33","37","","43.24%","16","37","","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","0.00%","0","114","","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","5","10/01/2016","03/31/2017"
"364055","SOJOURN AT SENECA","50 ST. LAWRENCE DRIVE ","TIFFIN","OH","44883","Seneca","Hours of physical-restraint use","0.00","0","1439","","Hours of seclusion","0.00","0","1439","","Patients discharged on multiple antipsychotic medications with appropriate justification","0.00%","0","16","","Alcohol Use Screening","97.89%","93","95","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Screening","98.95%","94","95","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","74.77%","80","107","","Healthcare Personnel Influenza Vaccination","88%","64","73","","10/01/2016","03/31/2017"
"364056","ASSURANCE HEALTH CINCINNATI LLC","11690 GROOMS ROAD ","CINCINNATI","OH","45242","Hamilton","Hours of physical-restraint use","0.00","0","2672","","Hours of seclusion","0.00","0","2672","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Alcohol Use Screening","Not Available","Not Available","Not Available","1","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Screening","Not Available","Not Available","Not Available","1","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","100.00%","117","117","","Healthcare Personnel Influenza Vaccination","89%","128","144","","10/01/2016","03/31/2017"
"370004","INTEGRIS MIAMI HOSPITAL","200 SECOND AVENUE SW ","MIAMI","OK","74354","Ottawa","Hours of physical-restraint use","1.11","29.78","1118","","Hours of seclusion","0.00","0","1118","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","97.81%","313","320","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","99.70%","327","328","","Tobacco Use Treatment (during the hospital stay)","47.83%","33","69","","20.29%","14","69","","Tobacco Use Treatment Provided or Offered at Discharge","42.86%","12","28","","0.00%","0","28","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","92.14%","129","140","","Healthcare Personnel Influenza Vaccination","91%","43","47","","10/01/2016","03/31/2017"
"370008","NORMAN REGIONAL HEALTH SYSTEM","901 NORTH PORTER ","NORMAN","OK","73070","Cleveland","Hours of physical-restraint use","0.00",".33","13675","","Hours of seclusion","0.00","0","13675","","Patients discharged on multiple antipsychotic medications with appropriate justification","97.87%","46","47","","Alcohol Use Screening","99.79%","466","467","","Alcohol Use Brief Intervention Provided or Offered","100.00%","130","130","","88.46%","115","130","","Tobacco Use Screening","100.00%","528","528","","Tobacco Use Treatment (during the hospital stay)","94.20%","276","293","","85.67%","251","293","","Tobacco Use Treatment Provided or Offered at Discharge","76.24%","215","282","","69.15%","195","282","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","100.00%","290","290","","Healthcare Personnel Influenza Vaccination","97%","476","489","","10/01/2016","03/31/2017"
"370016","INTEGRIS BASS BAPTIST HEALTH CENTER","600 SOUTH MONROE ","ENID","OK","73701","Garfield","Hours of physical-restraint use","89.13","2494.1","1166","","Hours of seclusion","0.25","7.07","1166","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Alcohol Use Screening","100.00%","79","79","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Screening","100.00%","80","80","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","90.70%","39","43","","Healthcare Personnel Influenza Vaccination","69%","11","16","","10/01/2016","03/31/2017"
"370018","JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC","3500 EAST FRANK PHILLIPS BOULEVARD ","BARTLESVILLE","OK","74006","Washington","Hours of physical-restraint use","3.84","143.78","1562","","Hours of seclusion","0.00","0","1562","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","0.00%","0","129","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","100.00%","129","129","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","94.12%","32","34","","Healthcare Personnel Influenza Vaccination","100%","14","14","","10/01/2016","03/31/2017"
"370019","GREAT PLAINS REGIONAL MEDICAL CENTER","1801 WEST 3RD STREET ","ELK CITY","OK","73644","Beckham","Hours of physical-restraint use","0.00","0","912","","Hours of seclusion","0.00","0","912","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Alcohol Use Screening","100.00%","80","80","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","100.00%","81","81","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","100.00%","26","26","","Healthcare Personnel Influenza Vaccination","92%","12","13","","10/01/2016","03/31/2017"
"370020","MERCY HOSPITAL ADA","430 NORTH MONTA VISTA ","ADA","OK","74820","Pontotoc","Hours of physical-restraint use","0.00",".43","6560","","Hours of seclusion","0.12","18.6","6560","","Patients discharged on multiple antipsychotic medications with appropriate justification","90.11%","82","91","","Alcohol Use Screening","99.25%","395","398","","Alcohol Use Brief Intervention Provided or Offered","91.67%","11","12","","91.67%","11","12","","Tobacco Use Screening","99.25%","398","401","","Tobacco Use Treatment (during the hospital stay)","89.36%","126","141","","63.83%","90","141","","Tobacco Use Treatment Provided or Offered at Discharge","71.26%","62","87","","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","100.00%","190","190","","Healthcare Personnel Influenza Vaccination","100%","52","52","","10/01/2016","03/31/2017"
"370023","DUNCAN REGIONAL HOSPITAL, INC","1407 WHISENANT DRIVE ","DUNCAN","OK","73533","Stephens","Hours of physical-restraint use","0.00","0","2047","","Hours of seclusion","0.00","0","2047","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","98.64%","145","147","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","100.00%","153","153","","Tobacco Use Treatment (during the hospital stay)","100.00%","23","23","","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","0.00%","0","12","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","98.75%","79","80","","Healthcare Personnel Influenza Vaccination","97%","220","227","","10/01/2016","03/31/2017"
"370025","SAINT FRANCIS HOSPITAL MUSKOGEE","300 ROCKEFELLER DRIVE ","MUSKOGEE","OK","74401","Muskogee","Hours of physical-restraint use","0.00","0","11017","","Hours of seclusion","0.09","22.75","11017","","Patients discharged on multiple antipsychotic medications with appropriate justification","26.32%","15","57","","Alcohol Use Screening","97.36%","957","983","","Alcohol Use Brief Intervention Provided or Offered","99.12%","112","113","","93.81%","106","113","","Tobacco Use Screening","99.72%","1051","1054","","Tobacco Use Treatment (during the hospital stay)","94.06%","633","673","","78.60%","529","673","","Tobacco Use Treatment Provided or Offered at Discharge","81.09%","506","624","","25.48%","159","624","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","98.31%","581","591","","Healthcare Personnel Influenza Vaccination","71%","30","42","","10/01/2016","03/31/2017"
"370037","ST ANTHONY HOSPITAL","1000 N LEE AVENUE ","OKLAHOMA CITY","OK","73102","Oklahoma","Hours of physical-restraint use","0.49","304.67","25800","","Hours of seclusion","0.00",".72","25800","","Patients discharged on multiple antipsychotic medications with appropriate justification","84.78%","39","46","","Alcohol Use Screening","100.00%","422","422","","Alcohol Use Brief Intervention Provided or Offered","57.50%","46","80","","57.50%","46","80","","Tobacco Use Screening","100.00%","450","450","","Tobacco Use Treatment (during the hospital stay)","85.84%","194","226","","73.89%","167","226","","Tobacco Use Treatment Provided or Offered at Discharge","57.84%","118","204","","16.67%","34","204","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","99.38%","320","322","","Healthcare Personnel Influenza Vaccination","90%","468","520","","10/01/2016","03/31/2017"
"370039","HILLCREST HOSPITAL CLAREMORE","1202 N MUSKOGEE PLACE ","CLAREMORE","OK","74017","Rogers","Hours of physical-restraint use","0.00","0","2588","","Hours of seclusion","0.00","0","2588","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","99.51%","204","205","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Screening","100.00%","192","192","","Tobacco Use Treatment (during the hospital stay)","81.82%","18","22","","81.82%","18","22","","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","100.00%","111","111","","Healthcare Personnel Influenza Vaccination","92%","33","36","","10/01/2016","03/31/2017"
"370047","MERCY HOSPITAL ARDMORE, INC","1011 14TH AVENUE NW ","ARDMORE","OK","73401","Carter","Hours of physical-restraint use","0.17","10.1","2430","","Hours of seclusion","0.00","0","2430","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","64.20%","104","162","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","94.25%","164","174","","Tobacco Use Treatment (during the hospital stay)","51.72%","15","29","","44.83%","13","29","","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","0.00%","0","16","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","98.92%","92","93","","Healthcare Personnel Influenza Vaccination","100%","24","24","","10/01/2016","03/31/2017"
"370048","MCCURTAIN MEMORIAL HOSPITAL","1301 LINCOLN ROAD ","IDABEL","OK","74745","McCurtain","Hours of physical-restraint use","0.00","0","126","","Hours of seclusion","0.00","0","126","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","95.24%","120","126","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","7","Tobacco Use Screening","96.83%","122","126","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","96.30%","52","54","","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","1","10/01/2016","03/31/2017"
"370056","COMANCHE COUNTY MEMORIAL HOSPITAL","3401 WEST GORE BLVD ","LAWTON","OK","73505","Comanche","Hours of physical-restraint use","0.00","0","1926","","Hours of seclusion","0.01",".58","1926","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Alcohol Use Screening","99.48%","193","194","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","98.98%","195","197","","Tobacco Use Treatment (during the hospital stay)","0.00%","0","22","","0.00%","0","22","","Tobacco Use Treatment Provided or Offered at Discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","93.69%","104","111","","Healthcare Personnel Influenza Vaccination","76%","28","37","","10/01/2016","03/31/2017"
"370057","MUSCOGEE (CREEK) NATION MEDICAL CENTER","1401 MORRIS DRIVE ","OKMULGEE","OK","74447","Okmulgee","Hours of physical-restraint use","Not Available","0","0","7","Hours of seclusion","Not Available","0","0","7","Patients discharged on multiple antipsychotic medications with appropriate justification","80.00%","16","20","","Alcohol Use Screening","0.00%","0","142","","Alcohol Use Brief Intervention Provided or Offered","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Tobacco Use Screening","100.00%","142","142","","Tobacco Use Treatment (during the hospital stay)","58.06%","18","31","","58.06%","18","31","","Tobacco Use Treatment Provided or Offered at Discharge","0.00%","0","31","","0.00%","0","31","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2016","12/31/2016","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available"," ","Not Available","Not Available","Not Available"," ","07/01/2015","06/30/2016","Influenza Immunization","Not Available","Not Available","Not Available","1","Healthcare Personnel Influenza Vaccination","61%","11","18","","10/01/2016","03/31/2017"
